"","country","date","dif","school","workplace","events","transport","movement","travel","index"
"1247","NY",2020-03-23,-2.0244684401511,"1","1","1","0","0","0",82.41
"1248","NY",2020-03-24,-8.23823128301343,"1","1","1","0","0","0",82.41
"1249","NY",2020-03-25,-6.46216917438711,"1","1","1","0","0","0",82.41
"1250","NY",2020-03-26,-11.0812314642852,"1","1","1","0","0","0",82.41
"1251","NY",2020-03-27,-14.900270180541,"1","1","1","0","0","0",82.41
"1252","NY",2020-03-28,-5.62701543118277,"1","1","1","0","0","0",82.41
"1253","NY",2020-03-29,-4.74437065805554,"1","1","1","0","0","0",82.41
"1254","NY",2020-03-30,-8.09542829874259,"1","1","1","0","0","0",82.41
"1255","NY",2020-03-31,-9.07927467147004,"1","1","1","0","0","0",82.41
"1256","NY",2020-04-01,-12.0259875167104,"1","1","1","0","0","0",82.41
"1257","NY",2020-04-02,-10.7219158712657,"1","1","1","0","0","0",82.41
"1258","NY",2020-04-03,-7.847770157404,"1","1","1","0","0","0",82.41
"1259","NY",2020-04-04,-10.0429613838226,"1","1","1","0","0","0",82.41
"1260","NY",2020-04-05,-10.645661681966,"1","1","1","0","0","0",82.41
"1261","NY",2020-04-06,-15.1891540120584,"1","1","1","0","0","0",82.41
"1262","NY",2020-04-07,-17.0728704114438,"1","1","1","0","0","0",82.41
"1263","NY",2020-04-08,-14.0006799524832,"1","1","1","0","0","0",82.41
"1264","NY",2020-04-09,-9.2546664000149,"1","1","1","0","0","0",82.41
"1265","NY",2020-04-10,-4.19618451703147,"1","1","1","0","0","0",82.41
"1266","NY",2020-04-11,-7.08344999142222,"1","1","1","0","0","0",82.41
"1267","NY",2020-04-12,-8.14016934438944,"1","1","1","0","0","0",82.41
"1268","NY",2020-04-13,-9.54331697464427,"1","1","1","0","0","0",82.41
"1269","NY",2020-04-14,-12.3776531216689,"1","1","1","0","0","0",82.41
"1270","NY",2020-04-15,-10.7920093869671,"1","1","1","0","0","0",82.41
"1271","NY",2020-04-16,-8.34904792904659,"1","1","1","0","0","0",82.41
"1272","NY",2020-04-17,-5.83904857242888,"1","1","1","0","0","0",82.41
"1273","NY",2020-04-18,-2.18108724332816,"1","1","1","0","0","0",82.41
"1274","NY",2020-04-19,-6.29413219102247,"1","1","1","0","0","0",82.41
"1275","NY",2020-04-20,-10.184737693636,"1","1","1","0","0","0",82.41
"1276","NY",2020-04-21,-5.39327884358935,"1","1","1","0","0","0",82.41
"1277","NY",2020-04-22,-5.60744601793491,"1","1","1","0","0","0",82.41
"1278","NY",2020-04-23,-3.38328868143663,"1","1","1","0","0","0",82.41
"1279","NY",2020-04-24,-3.1277064419497,"1","1","1","0","0","0",82.41
"1280","NY",2020-04-25,-9.49494327869843,"1","1","1","0","0","0",82.41
"1281","NY",2020-04-26,-2.6017516357682,"1","1","1","0","0","0",82.41
"1282","NY",2020-04-27,-4.08842873878093,"1","1","1","0","0","0",82.41
"1283","NY",2020-04-28,-10.2324785512808,"1","1","1","0","0","0",82.41
"1284","NY",2020-04-29,-7.87626254422049,"1","1","1","0","0","0",82.41
"1285","NY",2020-04-30,-5.68959988308097,"1","1","1","0","0","0",82.41
"1286","NY",2020-05-01,-8.1757443035952,"1","1","1","0","0","0",82.41
"1287","NY",2020-05-02,-12.360183547214,"1","1","1","0","0","0",82.41
"1288","NY",2020-05-03,-13.510630349896,"1","1","1","0","0","0",82.41
"1289","NY",2020-05-04,-9.12445435736346,"1","1","1","0","0","0",82.41
"1290","NY",2020-05-05,-11.5789997558125,"1","1","1","0","0","0",82.41
"1291","NY",2020-05-06,-7.5480767865641,"1","1","1","0","0","0",82.41
"1292","NY",2020-05-07,-10.4572700498138,"1","1","1","0","0","0",82.41
"1293","NY",2020-05-08,-6.45851897023416,"1","1","1","0","0","0",82.41
"1294","NY",2020-05-09,-1.87735435701941,"1","1","1","0","0","0",82.41
"1295","NY",2020-05-10,-5.78623162525217,"1","1","1","0","0","0",82.41
"1296","NY",2020-05-11,-5.83769193576217,"1","1","1","0","0","0",82.41
"1297","NY",2020-05-12,-7.57378910398426,"1","1","1","0","0","0",82.41
"1298","NY",2020-05-13,-9.81439404044664,"1","1","1","0","0","0",82.41
"1299","NY",2020-05-14,-11.019238190615,"1","1","1","0","0","0",82.41
"1300","NY",2020-05-15,-10.4707078242475,"1","0","1","0","0","0",76.85
"1301","NY",2020-05-16,-6.57190272526444,"1","0","1","0","0","0",76.85
"1302","NY",2020-05-17,-10.8353440918472,"1","0","1","0","0","0",76.85
"1303","NY",2020-05-18,-11.3041476798049,"1","0","1","0","0","0",76.85
"1304","NY",2020-05-19,-15.2291385218323,"1","0","1","0","0","0",76.85
"1305","NY",2020-05-20,-16.3983865504261,"1","0","1","0","0","0",76.85
"1306","NY",2020-05-21,-16.5610903032773,"1","0","1","0","0","0",76.85
"1307","NY",2020-05-22,-12.6220908075616,"1","0","1","0","0","0",76.85
"1308","NY",2020-05-23,-6.61600812805469,"1","0","1","0","0","0",76.85
"1309","NY",2020-05-24,-13.8220112291827,"1","0","1","0","0","0",76.85
"1310","NY",2020-05-25,-13.3284757179685,"1","0","1","0","0","0",76.85
"1311","NY",2020-05-26,-7.20028919778766,"1","0","1","0","0","0",76.85
"1312","NY",2020-05-27,-1.12955121155821,"1","0","1","0","0","0",76.85
"1313","NY",2020-05-28,1.00212210405083,"1","0","1","0","0","0",76.85
"1314","NY",2020-05-29,1.43346597311482,"1","0","1","0","0","0",76.85
"1315","NY",2020-05-30,-0.752490584142615,"1","0","1","0","0","0",76.85
"1316","NY",2020-05-31,-11.114409289577,"1","0","1","0","0","0",76.85
"1317","NY",2020-06-01,-16.0765545111236,"1","0","1","0","0","0",76.85
"1318","NY",2020-06-02,-14.7120613356499,"1","0","1","0","0","0",76.85
"1319","NY",2020-06-03,-7.5785044752147,"1","0","1","0","0","0",76.85
"1320","NY",2020-06-04,-1.58599267418186,"1","0","1","0","0","0",76.85
"1321","NY",2020-06-05,3.44857577245194,"1","0","1","0","0","0",76.85
"1322","NY",2020-06-06,7.00173371597903,"1","0","1","0","0","0",76.85
"1323","NY",2020-06-07,-6.37211249802392,"1","0","1","0","0","0",76.85
"1324","NY",2020-06-08,-10.2088278529926,"1","0","1","0","0","0",75
"1325","NY",2020-06-09,-3.68344673184808,"1","0","1","0","0","0",75
"1326","NY",2020-06-10,5.76190432188273,"1","0","1","0","0","0",75
"1327","NY",2020-06-11,5.13963094516738,"1","0","1","0","0","0",75
"1328","NY",2020-06-12,0.614318482162631,"1","0","1","0","0","0",75
"1329","NY",2020-06-13,-9.60439828112655,"1","0","1","0","0","0",75
"1330","NY",2020-06-14,-16.5120316194335,"1","0","1","0","0","0",75
"1331","NY",2020-06-15,-17.105434741682,"1","0","1","0","0","0",70.83
"1332","NY",2020-06-16,-17.1528794450397,"1","0","1","0","0","0",70.83
"1333","NY",2020-06-17,-14.2347528183459,"1","0","1","0","0","0",70.83
"1334","NY",2020-06-18,-7.53452595839976,"1","0","1","0","0","0",70.83
"1335","NY",2020-06-19,-0.972492646901527,"1","0","1","0","0","0",70.83
"1336","NY",2020-06-20,3.33084265195793,"1","0","1","0","0","0",70.83
"1337","NY",2020-06-21,5.98719797430137,"1","0","1","0","0","0",70.83
"1338","NY",2020-06-22,7.10067851902489,"1","0","1","0","0","0",70.83
"1339","NY",2020-06-23,7.47890518506504,"1","0","1","0","0","0",70.83
"1340","NY",2020-06-24,4.61569248709479,"1","0","1","0","0","0",70.83
"1341","NY",2020-06-25,-2.7379355917379,"0","0","0","0","0","0",64.35
"1342","NY",2020-06-26,-2.26498209641152,"0","0","0","0","0","0",64.35
"1343","NY",2020-06-27,-1.17533038467138,"0","0","0","0","0","0",64.35
"1344","NY",2020-06-28,4.68211853202165,"0","0","0","0","0","0",64.35
"1345","NY",2020-06-29,0.56624348315392,"0","0","0","0","0","0",64.35
"1346","NY",2020-06-30,-4.87257878862758,"0","0","0","0","0","0",64.35
"1347","NY",2020-07-01,-6.87407272489492,"0","0","0","0","0","0",64.35
"1348","NY",2020-07-02,-2.77273370061093,"0","0","0","0","0","0",64.35
"1349","NY",2020-07-03,0.178877006870902,"0","0","0","0","0","0",64.35
"1350","NY",2020-07-04,2.33107509303072,"0","0","0","0","0","0",64.35
"1351","NY",2020-07-05,2.75628355222911,"0","0","0","0","0","0",64.35
"1352","NY",2020-07-06,2.0110198936402,"0","0","0","0","0","0",64.35
"1353","NY",2020-07-07,-1.02870050472361,"0","0","0","0","0","0",64.35
"1354","NY",2020-07-08,3.33988394071489,"1","0","0","0","0","0",63.43
"1355","NY",2020-07-09,4.2283824650338,"1","0","0","0","0","0",63.43
"1356","NY",2020-07-10,2.74252858061556,"1","0","0","0","0","0",63.43
"1357","NY",2020-07-11,6.0735962088441,"1","0","0","0","0","0",63.43
"1358","NY",2020-07-12,5.02614192118422,"1","0","0","0","0","0",63.43
"1359","NY",2020-07-13,2.68237425710878,"0","0","0","0","0","0",61.57
"1360","NY",2020-07-14,-2.16396422413116,"0","0","0","0","0","0",61.57
"1361","NY",2020-07-15,-4.46056433245573,"0","0","0","0","0","0",61.57
"1362","NY",2020-07-16,-6.21525703378311,"0","0","0","0","0","0",61.57
"1363","NY",2020-07-17,-6.32428671112458,"0","0","0","0","0","0",61.57
"1364","NY",2020-07-18,3.46116721097344,"0","0","0","0","0","0",61.57
"1365","NY",2020-07-19,9.65265914852223,"0","0","0","0","0","0",61.57
"1366","NY",2020-07-20,12.4277342151212,"0","0","0","0","0","0",62.96
"1367","NY",2020-07-21,7.4635929077566,"0","0","0","0","0","0",62.96
"1368","NY",2020-07-22,7.55311684317317,"0","0","0","0","0","0",62.96
"1369","NY",2020-07-23,5.55858772948264,"0","0","0","0","0","0",62.96
"1370","NY",2020-07-24,1.08066637756188,"0","0","0","0","0","0",62.96
"1371","NY",2020-07-25,4.76066966153589,"0","0","0","0","0","0",62.96
"1372","NY",2020-07-26,10.2101525667157,"0","0","0","0","0","0",62.96
"1373","NY",2020-07-27,7.82897933778355,"0","0","0","0","0","0",62.96
"1374","NY",2020-07-28,12.6302915404169,"0","0","0","0","0","0",62.96
"1375","NY",2020-07-29,6.14349866925003,"0","0","0","0","0","0",62.96
"1376","NY",2020-07-30,6.34930588511183,"0","0","0","0","0","0",62.96
"1377","NY",2020-07-31,-0.749836477663581,"0","0","0","0","0","0",62.96
