"","country","t","date","actual","fct","dif","index","index_pc"
"593","FR",82,2020-06-06,2.758188,3.04296521905412,-10.3247936345933,88.1504367444624,-11.8495632555376
"594","FR",83,2020-06-07,2.639733,2.89164754890779,-9.54318292447705,88.1810965049783,-11.8189034950217
"595","FR",84,2020-06-08,3.072903,3.22133405321918,-4.83032016367529,88.25874656438,-11.74125343562
"596","FR",85,2020-06-09,3.177651,3.33164419996422,-4.84613319600611,88.33715739891,-11.66284260109
"597","FR",86,2020-06-10,3.219015,3.35124232061558,-4.1076950749091,88.4217189983026,-11.5782810016974
"598","FR",87,2020-06-11,3.212115,3.10620561311278,3.29718540236626,88.5724103821508,-11.4275896178492
"599","FR",88,2020-06-12,3.159639,3.31375900067116,-4.87777245030711,88.6443258192118,-11.3556741807882
"600","FR",89,2020-06-13,2.813223,3.02455601136172,-7.51213150758811,88.6862327013697,-11.3137672986303
"601","FR",90,2020-06-14,2.665635,2.87207660098992,-7.7445562123066,88.7234780827731,-11.2765219172269
"602","FR",91,2020-06-15,3.090372,3.2077347020628,-3.79768850037464,88.7995159436407,-11.2004840563593
"603","FR",92,2020-06-16,3.17487,3.31036293799975,-4.26766884942549,88.8719835799776,-11.1280164200224
"604","FR",93,2020-06-17,3.162822,3.34119428247067,-5.6396560562267,88.9309553099077,-11.0690446900923
"605","FR",94,2020-06-18,3.162456,3.32973528607859,-5.28953718497882,88.9917048332804,-11.0082951667196
