"","date","cons","country","holiday","temp","max_temp","wday","weekend"
"3478",2019-03-14,869.957,"IT","0",9.53,14.29,5,0
"3479",2019-03-15,850.304,"IT","0",11.47,17.43,6,0
"3480",2019-03-16,720.597,"IT","0",13.1,19.07,7,0
"3481",2019-03-17,633.736,"IT","0",12.3,16.86,1,1
"3482",2019-03-18,822.794,"IT","0",11.1,15.72,2,0
"3483",2019-03-19,856.92,"IT","0",9.42,13.21,3,0
"3484",2019-03-20,867.277,"IT","0",9.83,13.48,4,0
"3485",2019-03-21,851.393,"IT","0",10.73,15.97,5,0
"3486",2019-03-22,838.581,"IT","0",12.05,17.41,6,0
"3487",2019-03-23,704.286,"IT","0",13.03,19.61,7,0
"3488",2019-03-24,624.241,"IT","0",13.36,20.71,1,1
"3489",2019-03-25,808.225,"IT","0",12.88,19.66,2,0
"3490",2019-03-26,845.958,"IT","0",10.68,15.03,3,0
"3491",2019-03-27,848.447,"IT","0",9.96,13.76,4,0
"3492",2019-03-28,845.503,"IT","0",10.18,14.34,5,0
"3493",2019-03-29,836.219,"IT","0",10.96,16.14,6,0
"3494",2019-03-30,699.534,"IT","0",11.56,18.07,7,0
"3495",2019-03-31,583.574,"IT","0",11.88,18.93,1,1
"3496",2019-04-01,801.273,"IT","0",12.94,19.93,2,0
"3497",2019-04-02,818.936,"IT","0",13.11,18.41,3,0
"3498",2019-04-03,839.491,"IT","0",12.74,17.03,4,0
"3499",2019-04-04,848.721,"IT","0",12.05,15.72,5,0
"3500",2019-04-05,830.752,"IT","0",11.17,14.76,6,0
"3501",2019-04-06,703.657,"IT","0",12.13,16.43,7,0
"3502",2019-04-07,623.107,"IT","0",11.97,15.86,1,1
"3503",2019-04-08,806.911,"IT","0",11.44,15.59,2,0
"3504",2019-04-09,839.994,"IT","0",12.78,17.21,3,0
"3505",2019-04-10,845.562,"IT","0",12.62,17.38,4,0
"3506",2019-04-11,847.366,"IT","0",11.85,15.52,5,0
"3507",2019-04-12,838.848,"IT","0",11.77,15.66,6,0
"3508",2019-04-13,706.752,"IT","0",11.68,14.93,7,0
"3509",2019-04-14,623.296,"IT","0",10.91,14.61,1,1
"3510",2019-04-15,799.6,"IT","0",12,16.45,2,0
"3511",2019-04-16,818.069,"IT","0",12.4,17.41,3,0
"3512",2019-04-17,829.523,"IT","0",13.15,18.79,4,0
"3513",2019-04-18,825.673,"IT","0",13.71,19.07,5,0
"3514",2019-04-19,787.389,"IT","1",14.03,19.24,6,0
"3515",2019-04-20,642.661,"IT","0",14.95,20.89,7,0
"3516",2019-04-21,545.012,"IT","1",15.57,20.25,1,1
"3517",2019-04-22,552.126,"IT","1",15.44,18.75,2,0
"3518",2019-04-23,758.247,"IT","0",15.09,17.9,3,0
"3519",2019-04-24,767.676,"IT","0",16.53,21.14,4,0
"3520",2019-04-25,608.24,"IT","1",16.77,22.43,5,0
"3521",2019-04-26,707.909,"IT","0",15.98,21.1,6,0
"3522",2019-04-27,651.202,"IT","0",15.64,20.68,7,0
"3523",2019-04-28,597.293,"IT","0",13.8,18.89,1,1
"3524",2019-04-29,748.505,"IT","0",11.53,15.9,2,0
"3525",2019-04-30,771.393,"IT","0",13.15,18.34,3,0
"3526",2019-05-01,566.231,"IT","0",14.42,19.24,4,0
"3527",2019-05-02,779.392,"IT","0",14.56,19.86,5,0
"3528",2019-05-03,810.308,"IT","0",14.58,18.72,6,0
"3529",2019-05-04,692.04,"IT","0",14.16,17.48,7,0
"3530",2019-05-05,613.163,"IT","0",12.17,16.24,1,1
"3531",2019-05-06,798.197,"IT","0",11.3,16,2,0
"3532",2019-05-07,830.742,"IT","0",12.21,16.9,3,0
"3533",2019-05-08,833.977,"IT","0",12.71,17.1,4,0
"3534",2019-05-09,824.745,"IT","0",14.85,19.59,5,0
"3535",2019-05-10,802.449,"IT","0",15.77,20.38,6,0
"3536",2019-05-11,672.658,"IT","0",15.75,20.9,7,0
"3537",2019-05-12,595.325,"IT","0",13.98,17.38,1,1
"3538",2019-05-13,778.959,"IT","0",14.07,17.48,2,0
"3539",2019-05-14,829.525,"IT","0",13.16,16.86,3,0
"3540",2019-05-15,827.534,"IT","0",11.4,15,4,0
"3541",2019-05-16,821.286,"IT","0",13.14,17.41,5,0
"3542",2019-05-17,817.364,"IT","0",14.47,18.79,6,0
"3543",2019-05-18,693.874,"IT","0",14.86,17.79,7,0
"3544",2019-05-19,607.05,"IT","0",14.98,18.07,1,1
"3545",2019-05-20,789.256,"IT","0",15.3,19.31,2,0
"3546",2019-05-21,811.379,"IT","0",16.47,21.07,3,0
"3547",2019-05-22,816.587,"IT","0",16.98,21.72,4,0
"3548",2019-05-23,814.142,"IT","0",17.35,21.9,5,0
"3549",2019-05-24,808.937,"IT","0",17.75,22.55,6,0
"3550",2019-05-25,684.636,"IT","0",17.92,22.66,7,0
"3551",2019-05-26,605.226,"IT","0",17.18,19.9,1,1
"3552",2019-05-27,780.403,"IT","0",16.78,19.66,2,0
"3553",2019-05-28,805.71,"IT","0",17.09,21.03,3,0
"3554",2019-05-29,820.709,"IT","0",16.63,20.14,4,0
"3555",2019-05-30,806.986,"IT","0",16.43,20.14,5,0
"3556",2019-05-31,801.025,"IT","0",17.16,21.72,6,0
"3557",2019-06-01,667.328,"IT","0",18.31,23.66,7,0
"3558",2019-06-02,571.48,"IT","0",19.63,24.72,1,1
"3559",2019-06-03,788.297,"IT","0",20.61,25.69,2,0
"3560",2019-06-04,823.651,"IT","0",21.1,26.07,3,0
"3561",2019-06-05,846.482,"IT","0",21.3,26.62,4,0
"3562",2019-06-06,849.319,"IT","0",20.78,26,5,0
"3563",2019-06-07,839.18,"IT","0",21.91,27.9,6,0
"3564",2019-06-08,714.382,"IT","0",23.44,29.62,7,0
"3565",2019-06-09,637.585,"IT","0",23.76,29.52,1,1
"3566",2019-06-10,840.402,"IT","0",24.26,30.38,2,0
"3567",2019-06-11,885.073,"IT","0",24.06,29.45,3,0
"3568",2019-06-12,897.029,"IT","0",23.99,29.62,4,0
"3569",2019-06-13,885.694,"IT","0",23.09,28.9,5,0
"3570",2019-06-14,866.589,"IT","0",24.54,30.86,6,0
"3571",2019-06-15,746.032,"IT","0",25.15,30.07,7,0
"3572",2019-06-16,663.203,"IT","0",24.2,29.21,1,1
"3573",2019-06-17,871.186,"IT","0",23.88,28.97,2,0
"3574",2019-06-18,920.454,"IT","0",24.04,28.93,3,0
"3575",2019-06-19,928.57,"IT","0",24.05,29.24,4,0
"3576",2019-06-20,926.343,"IT","0",24.15,29.72,5,0
"3577",2019-06-21,921.596,"IT","0",24.65,30.52,6,0
"3578",2019-06-22,769.011,"IT","0",23.98,29.62,7,0
"3579",2019-06-23,681.489,"IT","0",24.34,30.17,1,1
"3580",2019-06-24,901.36,"IT","0",25.32,30.38,2,0
"3581",2019-06-25,941.633,"IT","0",26.43,31.24,3,0
"3582",2019-06-26,968.995,"IT","0",27.37,32.24,4,0
"3583",2019-06-27,994.134,"IT","0",28.26,33.79,5,0
"3584",2019-06-28,990.531,"IT","0",27.97,33.03,6,0
"3585",2019-06-29,832.709,"IT","0",27,31.45,7,0
"3586",2019-06-30,721.979,"IT","0",26.13,31.72,1,1
"3587",2019-07-01,963.902,"IT","0",25.99,31.79,2,0
"3588",2019-07-02,996.978,"IT","0",26.38,31.93,3,0
"3589",2019-07-03,998.02,"IT","0",26.34,31.9,4,0
"3590",2019-07-04,988.353,"IT","0",25.79,31.17,5,0
"3591",2019-07-05,981.169,"IT","0",26.57,31.76,6,0
"3592",2019-07-06,845.797,"IT","0",26.93,32.28,7,0
"3593",2019-07-07,752.516,"IT","0",26.64,32.55,1,1
"3594",2019-07-08,953.21,"IT","0",27,31.97,2,0
"3595",2019-07-09,994.936,"IT","0",26.06,31.28,3,0
"3596",2019-07-10,975.138,"IT","0",24.47,29.79,4,0
"3597",2019-07-11,949.868,"IT","0",23.41,27.41,5,0
"3598",2019-07-12,939.066,"IT","0",23.73,28.52,6,0
"3599",2019-07-13,794.729,"IT","0",24.18,29.43,7,0
"3600",2019-07-14,698.191,"IT","0",24,28.89,1,1
"3601",2019-07-15,895.908,"IT","0",21.53,25.34,2,0
"3602",2019-07-16,931.137,"IT","0",22.29,26.93,3,0
"3603",2019-07-17,927.389,"IT","0",23.76,29.32,4,0
"3604",2019-07-18,933.759,"IT","0",23.01,28.14,5,0
"3605",2019-07-19,935.358,"IT","0",23.84,29.1,6,0
"3606",2019-07-20,805.521,"IT","0",25.14,30.36,7,0
"3607",2019-07-21,725.598,"IT","0",25.94,31.32,1,1
"3608",2019-07-22,952.016,"IT","0",26.68,32.21,2,0
"3609",2019-07-23,1007.615,"IT","0",27.5,32.68,3,0
"3610",2019-07-24,1032.961,"IT","0",27.88,33.21,4,0
"3611",2019-07-25,1048.626,"IT","0",28.26,33.79,5,0
"3612",2019-07-26,1038.651,"IT","0",28.05,33.57,6,0
"3613",2019-07-27,850.121,"IT","0",25.33,31.07,7,0
"3614",2019-07-28,731.304,"IT","0",23.5,27.38,1,1
"3615",2019-07-29,919.64,"IT","0",25.4,30,2,0
"3616",2019-07-30,955.657,"IT","0",25.58,30.54,3,0
"3617",2019-07-31,957.68,"IT","0",25.89,30.64,4,0
"3618",2019-08-01,949.978,"IT","0",27.08,31.78,5,0
"3619",2019-08-02,917.106,"IT","0",25.31,30.89,6,0
"3620",2019-08-03,773.714,"IT","0",24.71,29.93,7,0
"3621",2019-08-04,680.992,"IT","0",25.04,30.19,1,1
"3622",2019-08-05,840.587,"IT","0",25.55,30.59,2,0
"3623",2019-08-06,851.405,"IT","0",25.88,31.48,3,0
"3624",2019-08-07,856.11,"IT","0",25.53,31.29,4,0
"3625",2019-08-08,839.45,"IT","0",26.19,31.43,5,0
"3626",2019-08-09,828.738,"IT","0",26.52,31.29,6,0
"3627",2019-08-10,740.485,"IT","0",27.65,32.89,7,0
"3628",2019-08-11,676.645,"IT","0",27.67,32.96,1,1
"3629",2019-08-12,778.66,"IT","0",27.45,33.3,2,0
"3630",2019-08-13,769.717,"IT","0",26.56,31.57,3,0
"3631",2019-08-14,732.109,"IT","0",24.82,29.29,4,0
"3632",2019-08-15,599.06,"IT","1",24.23,28.81,5,0
"3633",2019-08-15,599.06,"IT","1",24.23,28.81,5,0
"3634",2019-08-16,679.563,"IT","0",23.35,28.32,6,0
"3635",2019-08-17,651.278,"IT","0",23.79,28.64,7,0
"3636",2019-08-18,610.149,"IT","0",24.87,30.22,1,1
"3637",2019-08-19,764.701,"IT","0",25.29,31.11,2,0
"3638",2019-08-20,793.137,"IT","0",25.44,31.07,3,0
"3639",2019-08-21,799.037,"IT","0",25.6,30.89,4,0
"3640",2019-08-22,800.357,"IT","0",25.07,29.75,5,0
"3641",2019-08-23,806.125,"IT","0",24.45,29.07,6,0
"3642",2019-08-24,710.35,"IT","0",24.77,29.89,7,0
"3643",2019-08-25,650.011,"IT","0",24.87,29.79,1,1
"3644",2019-08-26,837.392,"IT","0",25.03,29.96,2,0
"3645",2019-08-27,895.526,"IT","0",25.37,30.54,3,0
"3646",2019-08-28,926.18,"IT","0",24.96,30.14,4,0
"3647",2019-08-29,943.509,"IT","0",25.02,30.39,5,0
"3648",2019-08-30,927.466,"IT","0",25.63,30.86,6,0
"3649",2019-08-31,784.705,"IT","0",25.26,30.61,7,0
"3650",2019-09-01,701.237,"IT","0",24.54,29.66,1,1
"3651",2019-09-02,881.682,"IT","0",23.51,28.32,2,0
"3652",2019-09-03,909.272,"IT","0",22.92,27.57,3,0
"3653",2019-09-04,910.883,"IT","0",22.06,26.61,4,0
"3654",2019-09-05,901.105,"IT","0",22.45,28.07,5,0
"3655",2019-09-06,894.287,"IT","0",20.99,25.39,6,0
"3656",2019-09-07,742.134,"IT","0",20.9,25.68,7,0
"3657",2019-09-08,655.54,"IT","0",20.31,25.5,1,1
"3658",2019-09-09,836.77,"IT","0",20.22,24.93,2,0
"3659",2019-09-10,874.192,"IT","0",20.12,25.5,3,0
"3660",2019-09-11,875.258,"IT","0",21.35,26.5,4,0
"3661",2019-09-12,878.627,"IT","0",21.79,27.54,5,0
"3662",2019-09-13,879.815,"IT","0",22.51,28.14,6,0
"3663",2019-09-14,741.128,"IT","0",22.34,27.96,7,0
"3664",2019-09-15,653.945,"IT","0",22.55,28.41,1,1
"3665",2019-09-16,853.791,"IT","0",22.43,28.26,2,0
"3666",2019-09-17,890.431,"IT","0",22.82,28.26,3,0
"3667",2019-09-18,885.64,"IT","0",22.24,27.29,4,0
"3668",2019-09-19,876.009,"IT","0",20.44,24.59,5,0
"3669",2019-09-20,877.873,"IT","0",18.95,23.07,6,0
"3670",2019-09-21,722.822,"IT","0",18.33,23.68,7,0
"3671",2019-09-22,647.571,"IT","0",18.6,22.18,1,1
"3672",2019-09-23,845.192,"IT","0",20.02,24,2,0
"3673",2019-09-24,866.671,"IT","0",19.87,24.5,3,0
"3674",2019-09-25,871.586,"IT","0",19.74,24.39,4,0
"3675",2019-09-26,862.807,"IT","0",20.32,25.04,5,0
"3676",2019-09-27,862.744,"IT","0",20.09,24.86,6,0
"3677",2019-09-28,726.979,"IT","0",20.9,26.29,7,0
"3678",2019-09-29,651.771,"IT","0",20.74,25.57,1,1
"3679",2019-09-30,833.993,"IT","0",21.25,26.71,2,0
"3680",2019-10-01,858.856,"IT","0",20.7,25.54,3,0
"3681",2019-10-02,850.076,"IT","0",20,25.32,4,0
"3682",2019-10-03,842.012,"IT","0",16.76,20.96,5,0
"3683",2019-10-04,840.626,"IT","0",15.91,20.81,6,0
"3684",2019-10-05,720.301,"IT","0",16.73,22.14,7,0
"3685",2019-10-06,621.726,"IT","0",17.18,22,1,1
"3686",2019-10-07,805.285,"IT","0",16.36,20.07,2,0
"3687",2019-10-08,851.179,"IT","0",16.64,21.36,3,0
"3688",2019-10-09,855.029,"IT","0",17.28,22.18,4,0
"3689",2019-10-10,850.327,"IT","0",18.25,22.86,5,0
"3690",2019-10-11,837.251,"IT","0",17.37,22.38,6,0
"3691",2019-10-12,703.752,"IT","0",17.11,22.46,7,0
"3692",2019-10-13,631.961,"IT","0",17.34,22.64,1,1
"3693",2019-10-14,810.027,"IT","0",17.74,22.79,2,0
"3694",2019-10-15,839.994,"IT","0",18.38,23.07,3,0
"3695",2019-10-16,850.681,"IT","0",17.53,22.36,4,0
"3696",2019-10-17,848.348,"IT","0",16.23,21.54,5,0
"3697",2019-10-18,837.129,"IT","0",16.42,21.36,6,0
"3698",2019-10-19,715.85,"IT","0",17.38,22.32,7,0
"3699",2019-10-20,634.759,"IT","0",18.41,23.29,1,1
"3700",2019-10-21,810.276,"IT","0",18.98,23.93,2,0
"3701",2019-10-22,840.588,"IT","0",18.05,23.46,3,0
"3702",2019-10-23,834.765,"IT","0",17.65,23.43,4,0
"3703",2019-10-24,848.919,"IT","0",17.11,21.32,5,0
"3704",2019-10-25,837.733,"IT","0",17.45,22.11,6,0
"3705",2019-10-26,707.411,"IT","0",17.36,23.14,7,0
"3706",2019-10-27,651.606,"IT","0",16.17,22.28,1,1
"3707",2019-10-28,822.501,"IT","0",15.57,21.03,2,0
"3708",2019-10-29,846.821,"IT","0",15.95,20.34,3,0
"3709",2019-10-30,855.081,"IT","0",15.66,19.03,4,0
"3710",2019-10-31,840.037,"IT","0",14.63,17.52,5,0
"3711",2019-11-01,648.261,"IT","1",13.94,16.86,6,0
"3712",2019-11-02,679.638,"IT","0",14.8,17.68,7,0
"3713",2019-11-03,627.984,"IT","0",16.51,20.18,1,1
"3714",2019-11-04,800.416,"IT","0",16.05,19.72,2,0
"3715",2019-11-05,832.33,"IT","0",16.77,20.62,3,0
"3716",2019-11-06,844.478,"IT","0",13.79,17.52,4,0
"3717",2019-11-07,836.108,"IT","0",12.22,15.97,5,0
"3718",2019-11-08,845.147,"IT","0",12.6,16.21,6,0
"3719",2019-11-09,712.352,"IT","0",11.87,16.29,7,0
"3720",2019-11-10,635.605,"IT","0",11.24,15.64,1,1
"3721",2019-11-11,818.379,"IT","0",12.06,15.14,2,0
"3722",2019-11-12,873.551,"IT","0",12.48,15,3,0
"3723",2019-11-13,882.571,"IT","0",11.67,15.38,4,0
"3724",2019-11-14,880.105,"IT","0",10.45,14.79,5,0
"3725",2019-11-15,888.173,"IT","0",13.23,16.75,6,0
"3726",2019-11-16,746.016,"IT","0",13.41,16,7,0
"3727",2019-11-17,661.137,"IT","0",12.63,16.36,1,1
"3728",2019-11-18,851.733,"IT","0",11.1,15.07,2,0
"3729",2019-11-19,894.122,"IT","0",11.47,14.24,3,0
"3730",2019-11-20,880.424,"IT","0",11.56,15.43,4,0
"3731",2019-11-21,879.838,"IT","0",10.75,14.36,5,0
"3732",2019-11-22,868.422,"IT","0",11.04,15.18,6,0
"3733",2019-11-23,733.856,"IT","0",13.42,16.96,7,0
"3734",2019-11-24,661.946,"IT","0",13.89,16.07,1,1
"3735",2019-11-25,838.835,"IT","0",13.72,17.29,2,0
"3736",2019-11-26,867.121,"IT","0",11.78,16.57,3,0
"3737",2019-11-27,864.123,"IT","0",12.41,16.14,4,0
"3738",2019-11-28,866.518,"IT","0",13.11,16.21,5,0
"3739",2019-11-29,859.345,"IT","0",12.34,16.86,6,0
"3740",2019-11-30,728.615,"IT","0",10.52,14.93,7,0
"3741",2019-12-01,670.602,"IT","0",9.97,13.79,1,1
"3742",2019-12-02,852.572,"IT","0",11.85,15.29,2,0
"3743",2019-12-03,897.772,"IT","0",11.17,14.11,3,0
"3744",2019-12-04,922.169,"IT","0",8.18,11.5,4,0
"3745",2019-12-05,911.832,"IT","0",8.07,12.18,5,0
"3746",2019-12-06,891.334,"IT","0",9.22,12.93,6,0
"3747",2019-12-07,757.087,"IT","1",9.48,14.36,7,0
"3748",2019-12-08,650.479,"IT","1",9.32,14.36,1,1
"3749",2019-12-09,863.679,"IT","0",9.76,13.71,2,0
"3750",2019-12-10,902.985,"IT","0",9.28,13.93,3,0
"3751",2019-12-11,923.222,"IT","0",7.16,11.21,4,0
"3752",2019-12-12,924.717,"IT","0",5.64,8.75,5,0
"3753",2019-12-13,917.951,"IT","0",6.85,10.79,6,0
"3754",2019-12-14,774.023,"IT","0",8.26,13.18,7,0
"3755",2019-12-15,683.53,"IT","0",9.44,14.93,1,1
"3756",2019-12-16,858.801,"IT","0",11.01,15.04,2,0
"3757",2019-12-17,873.207,"IT","0",12.08,15.18,3,0
"3758",2019-12-18,873.527,"IT","0",12.78,15,4,0
"3759",2019-12-19,873.381,"IT","0",12.51,14.5,5,0
"3760",2019-12-20,848.443,"IT","0",12.25,15.75,6,0
"3761",2019-12-21,714.228,"IT","0",13.7,16.43,7,0
"3762",2019-12-22,651.647,"IT","0",12.57,15.64,1,1
"3763",2019-12-23,727.916,"IT","0",11.25,15.46,2,0
"3764",2019-12-24,688.945,"IT","0",9.42,14.71,3,0
"3765",2019-12-25,601.315,"IT","1",8.68,15.18,4,0
"3766",2019-12-26,623.314,"IT","0",7.48,13.46,5,0
"3767",2019-12-27,697.431,"IT","0",7,12.29,6,0
"3768",2019-12-28,668.304,"IT","0",6.61,10.96,7,0
"3769",2019-12-29,648.261,"IT","0",5.25,8.18,1,1
"3770",2019-12-30,728.611,"IT","0",4.77,8.32,2,0
"3771",2019-12-31,694.398,"IT","0",4.52,10.43,3,0
"3772",2020-01-01,614.122994,"IT","1",5.48,12.25,4,0
"3773",2020-01-02,753.263093,"IT","0",5.44,12,5,0
"3774",2020-01-03,780.188118,"IT","0",5.33,11.29,6,0
"3775",2020-01-04,716.027449,"IT","0",6.72,12.54,7,0
"3776",2020-01-05,650.263367,"IT","0",7.01,13.21,1,1
"3777",2020-01-06,678.847195,"IT","1",5.11,9.57,2,0
"3778",2020-01-07,869.394748,"IT","0",3.54,8.64,3,0
"3779",2020-01-08,915.019577,"IT","0",4.84,10.86,4,0
"3780",2020-01-09,928.257904,"IT","0",4.56,11.86,5,0
"3781",2020-01-10,934.620592,"IT","0",5.37,12.32,6,0
"3782",2020-01-11,775.950002,"IT","0",6.77,13.14,7,0
"3783",2020-01-12,702.618879,"IT","0",6.83,12.07,1,1
"3784",2020-01-13,902.284525,"IT","0",5.5,11.18,2,0
"3785",2020-01-14,937.400933,"IT","0",5.17,10.46,3,0
"3786",2020-01-15,939.446681,"IT","0",6.25,11.5,4,0
"3787",2020-01-16,938.478317,"IT","0",6.39,12.11,5,0
"3788",2020-01-17,926.800862,"IT","0",6.26,12.18,6,0
"3789",2020-01-18,786.411983,"IT","0",7.61,11.61,7,0
"3790",2020-01-19,712.965019,"IT","0",7.39,11.86,1,1
"3791",2020-01-20,902.813144,"IT","0",7.7,11.11,2,0
"3792",2020-01-21,928.343665,"IT","0",6.86,11.04,3,0
"3793",2020-01-22,925.129153,"IT","0",6.2,11.86,4,0
"3794",2020-01-23,941.501286,"IT","0",6.11,12.64,5,0
"3795",2020-01-24,928.76666,"IT","0",6.59,11.61,6,0
"3796",2020-01-25,792.005107,"IT","0",8.89,12.61,7,0
"3797",2020-01-26,704.744987,"IT","0",8.91,12.68,1,1
"3798",2020-01-27,898.906113,"IT","0",8.06,13.14,2,0
"3799",2020-01-28,924.551162,"IT","0",10.6,14.18,3,0
"3800",2020-01-29,928.289905,"IT","0",10.66,15.68,4,0
"3801",2020-01-30,918.637684,"IT","0",8.58,14.21,5,0
"3802",2020-01-31,902.540913,"IT","0",9.4,14.36,6,0
"3803",2020-02-01,768.258626,"IT","0",10.65,14.43,7,0
"3804",2020-02-02,676.584447,"IT","0",10.52,14.75,1,1
"3805",2020-02-03,862.367341,"IT","0",10.59,15.54,2,0
"3806",2020-02-04,889.216896,"IT","0",11.22,18.25,3,0
"3807",2020-02-05,892.835941,"IT","0",8.58,12.82,4,0
"3808",2020-02-06,903.285303,"IT","0",6.66,11.21,5,0
"3809",2020-02-07,901.924118,"IT","0",5.46,12.54,6,0
"3810",2020-02-08,765.64541,"IT","0",5.89,12.68,7,0
"3811",2020-02-09,693.641829,"IT","0",6.87,12.89,1,1
"3812",2020-02-10,861.029704,"IT","0",10.81,14.82,2,0
"3813",2020-02-11,885.171187,"IT","0",13.51,19,3,0
"3814",2020-02-12,895.183421,"IT","0",11.06,16.54,4,0
"3815",2020-02-13,895.753018,"IT","0",9.14,14.96,5,0
"3816",2020-02-14,880.820148,"IT","0",10.82,15.86,6,0
"3817",2020-02-15,740.618431,"IT","0",9.14,15.36,7,0
"3818",2020-02-16,661.318354,"IT","0",8.32,14.79,1,1
"3819",2020-02-17,856.269931,"IT","0",9.14,14.86,2,0
"3820",2020-02-18,883.369526,"IT","0",10.03,15.04,3,0
"3821",2020-02-19,884.164073,"IT","0",9.79,14.89,4,0
"3822",2020-02-20,888.402767,"IT","0",8.8,14.18,5,0
"3823",2020-02-21,876.241677,"IT","0",7.95,14.39,6,0
"3824",2020-02-22,739.804728,"IT","0",8.65,14.79,7,0
"3825",2020-02-23,656.832696,"IT","0",9.06,15.18,1,1
"3826",2020-02-24,837.358453,"IT","0",10.89,16.82,2,0
"3827",2020-02-25,866.900393,"IT","0",11.48,16.71,3,0
"3828",2020-02-26,863.554932,"IT","0",11.47,16.32,4,0
"3829",2020-02-27,870.449381,"IT","0",8.96,13.5,5,0
"3830",2020-02-28,864.397838,"IT","0",10.67,15.61,6,0
"3831",2020-02-29,732.27779,"IT","0",8.9,14.32,7,0
"3832",2020-03-01,642.606908,"IT","0",11.17,15,1,1
"3833",2020-03-02,828.012186,"IT","0",11.99,16.07,2,0
"3834",2020-03-03,862.204029,"IT","0",11.07,14.61,3,0
"3835",2020-03-04,864.199437,"IT","0",9.04,13.43,4,0
"3836",2020-03-05,869.372323,"IT","0",8.83,13.32,5,0
"3837",2020-03-06,859.00844,"IT","0",10.64,14.54,6,0
"3838",2020-03-07,726.274273,"IT","0",9.79,13.96,7,0
"3839",2020-03-08,641.314208,"IT","0",9.22,14.07,1,1
"3840",2020-03-09,841.240374,"IT","0",8.53,13.43,2,0
"3841",2020-03-10,858.811728,"IT","0",9.87,15.25,3,0
"3842",2020-03-11,842.874976,"IT","0",10.71,17.11,4,0
"3843",2020-03-12,831.273769,"IT","0",11.27,16.68,5,0
"3844",2020-03-13,778.734794,"IT","0",12.75,17.57,6,0
"3845",2020-03-14,659.129217,"IT","0",12.1,16.46,7,0
"3846",2020-03-15,579.975028,"IT","0",11.06,15.18,1,1
"3847",2020-03-16,731.802943,"IT","0",10.51,16.04,2,0
"3848",2020-03-17,751.182931,"IT","0",10.46,16.68,3,0
"3849",2020-03-18,733.399125,"IT","0",11.28,17.82,4,0
"3850",2020-03-19,714.490845,"IT","0",12.28,19.18,5,0
"3851",2020-03-20,706.944148,"IT","0",11.58,17.86,6,0
"3852",2020-03-21,599.377593,"IT","0",11.87,17.5,7,0
"3853",2020-03-22,547.437012,"IT","0",11.99,15.64,1,1
"3854",2020-03-23,659.262622,"IT","0",7.17,10.41,2,0
"3855",2020-03-24,681.917604,"IT","0",5.47,9.41,3,0
"3856",2020-03-25,659.844952,"IT","0",5.83,9.03,4,0
"3857",2020-03-26,652.814357,"IT","0",7.56,10.31,5,0
"3858",2020-03-27,633.883764,"IT","0",9.35,12.69,6,0
"3859",2020-03-28,558.594437,"IT","0",10.78,15.45,7,0
"3860",2020-03-29,495.152503,"IT","0",11.21,16.48,1,1
"3861",2020-03-30,630.933745,"IT","0",10.66,14.72,2,0
"3862",2020-03-31,651.091191,"IT","0",8.37,12.28,3,0
"3863",2015-01-01,151.5845,"AT","1",-2.56,0.67,5,0
"3864",2015-01-02,138.631,"AT","0",-1.18,3.17,6,0
"3865",2015-01-03,131.005,"AT","0",1.08,4.33,7,0
"3866",2015-01-04,124.4565,"AT","0",1.89,4.33,1,1
"3867",2015-01-05,163.03775,"AT","0",0.92,3.5,2,0
"3868",2015-01-06,142.32975,"AT","1",-0.65,3.5,3,0
"3869",2015-01-07,173.95775,"AT","0",-2.9,0.67,4,0
"3870",2015-01-08,179.5275,"AT","0",-2,2,5,0
"3871",2015-01-09,153.8445,"AT","0",3.41,9,6,0
"3872",2015-01-10,138.26175,"AT","0",11.02,17.5,7,0
"3873",2015-01-11,134.9985,"AT","0",4.54,11,1,1
"3874",2015-01-12,171.6635,"AT","0",2.66,7.5,2,0
"3875",2015-01-13,182.5095,"AT","0",0.86,7.83,3,0
"3876",2015-01-14,187.17175,"AT","0",1.95,7,4,0
"3877",2015-01-15,197.54225,"AT","0",1.99,4.83,5,0
"3878",2015-01-16,191.8045,"AT","0",4.05,10.5,6,0
"3879",2015-01-17,169.60075,"AT","0",4.83,9.83,7,0
"3880",2015-01-18,167.122,"AT","0",2.4,4,1,1
"3881",2015-01-19,167.098,"AT","0",1.29,4.67,2,0
"3882",2015-01-20,184.59475,"AT","0",0.02,2.83,3,0
"3883",2015-01-21,159.95025,"AT","0",0.4,3.5,4,0
"3884",2015-01-22,164.4385,"AT","0",2.17,5,5,0
"3885",2015-01-23,169.492,"AT","0",2.6,4,6,0
"3886",2015-01-24,155.0985,"AT","0",1.96,3.5,7,0
"3887",2015-01-25,150.999,"AT","0",1.27,3,1,1
"3888",2015-01-26,179.5465,"AT","0",-0.79,3,2,0
"3889",2015-01-27,175.2115,"AT","0",-0.47,2.33,3,0
"3890",2015-01-28,182.68125,"AT","0",-0.27,4.17,4,0
"3891",2015-01-29,180.74675,"AT","0",-0.11,2.67,5,0
"3892",2015-01-30,160.43775,"AT","0",0.08,2.5,6,0
"3893",2015-01-31,149.3965,"AT","0",-2.06,3.17,7,0
"3894",2015-02-01,166.74925,"AT","0",-2.57,1.33,1,1
"3895",2015-02-02,203.2465,"AT","0",-1.33,1.67,2,0
"3896",2015-02-03,201.7125,"AT","0",-2.61,1.5,3,0
"3897",2015-02-04,199.81475,"AT","0",-2.73,0,4,0
