date,cons
28/07/2018,1014339
29/07/2018,953585
30/07/2018,1106774
31/07/2018,1141110
,
01/08/2018,1141091
02/08/2018,1148863
03/08/2018,1142552
04/08/2018,1034987
05/08/2018,970096
06/08/2018,1087923
07/08/2018,1099577
08/08/2018,1068905
09/08/2018,1036551
10/08/2018,1009204
11/08/2018,934454
12/08/2018,885878
13/08/2018,985872
14/08/2018,1000740
15/08/2018,928370
16/08/2018,1016454
17/08/2018,1012764
18/08/2018,943164
19/08/2018,906390
20/08/2018,1050676
21/08/2018,1091785
22/08/2018,1104176
23/08/2018,1101768
24/08/2018,1070814
25/08/2018,957887
26/08/2018,905019
27/08/2018,1073410
28/08/2018,1120138
29/08/2018,1122550
30/08/2018,1119376
31/08/2018,1108473
,
01/09/2018,987851
02/09/2018,933152
03/09/2018,1098202
04/09/2018,1132901
05/09/2018,1141599
06/09/2018,1139475
07/09/2018,1123298
08/09/2018,993300
09/09/2018,940104
10/09/2018,1110118
11/09/2018,1148554
12/09/2018,1154545
13/09/2018,1152017
14/09/2018,1130626
15/09/2018,998276
16/09/2018,943277
17/09/2018,1117265
18/09/2018,1141946
19/09/2018,1149624
20/09/2018,1147814
21/09/2018,1132476
22/09/2018,997790
23/09/2018,956827
24/09/2018,1116743
25/09/2018,1153482
26/09/2018,1168103
27/09/2018,1164537
28/09/2018,1142143
29/09/2018,1020589
30/09/2018,979212
,
01/10/2018,1156643
02/10/2018,1215769
03/10/2018,1197374
04/10/2018,1182683
05/10/2018,1163813
06/10/2018,1024225
07/10/2018,989048
08/10/2018,1166355
09/10/2018,1183582
10/10/2018,1176341
11/10/2018,1164284
12/10/2018,1148012
13/10/2018,1010443
14/10/2018,955906
15/10/2018,1124986
16/10/2018,1156034
17/10/2018,1166610
18/10/2018,1166640
19/10/2018,1162959
20/10/2018,1047303
21/10/2018,1008840
22/10/2018,1202582
23/10/2018,1256538
24/10/2018,1256323
25/10/2018,1240771
26/10/2018,1271078
27/10/2018,1218000
28/10/2018,1310895
29/10/2018,1526593
30/10/2018,1538962
31/10/2018,1496305
,
01/11/2018,1292653
02/11/2018,1362643
03/11/2018,1342835
04/11/2018,1274258
05/11/2018,1375456
06/11/2018,1374634
07/11/2018,1415139
08/11/2018,1434128
09/11/2018,1402619
10/11/2018,1250144
11/11/2018,1172811
12/11/2018,1334105
13/11/2018,1362387
14/11/2018,1396083
15/11/2018,1401076
16/11/2018,1424206
17/11/2018,1353936
18/11/2018,1362578
19/11/2018,1649005
20/11/2018,1725677
21/11/2018,1724455
22/11/2018,1690924
23/11/2018,1643549
24/11/2018,1450173
25/11/2018,1419366
26/11/2018,1618355
27/11/2018,1649275
28/11/2018,1600084
29/11/2018,1540714
30/11/2018,1515718
,
01/12/2018,1408188
02/12/2018,1299774
03/12/2018,1414663
04/12/2018,1442567
05/12/2018,1485273
06/12/2018,1454760
07/12/2018,1460507
08/12/2018,1391844
09/12/2018,1331400
10/12/2018,1541066
11/12/2018,1641372
12/12/2018,1726024
13/12/2018,1803151
14/12/2018,1833358
15/12/2018,1722818
16/12/2018,1564789
17/12/2018,1663462
18/12/2018,1695207
19/12/2018,1634247
20/12/2018,1618199
21/12/2018,1537662
22/12/2018,1341471
23/12/2018,1276163
24/12/2018,1308545
25/12/2018,1314397
26/12/2018,1571717
27/12/2018,1655481
28/12/2018,1646209
29/12/2018,1570448
30/12/2018,1481350
31/12/2018,1502055
01/01/2019,1404668
02/01/2019,1592137
03/01/2019,1741802
04/01/2019,1802348
05/01/2019,1694191
06/01/2019,1626087
07/01/2019,1766177
08/01/2019,1741433
09/01/2019,1781200
10/01/2019,1861402
11/01/2019,1837571
12/01/2019,1646242
13/01/2019,1493504
14/01/2019,1636880
15/01/2019,1696855
16/01/2019,1750459
17/01/2019,1716434
18/01/2019,1801066
19/01/2019,1692464
20/01/2019,1616113
21/01/2019,1847291
22/01/2019,1905255
23/01/2019,1890080
24/01/2019,1928490
25/01/2019,1860342
26/01/2019,1620415
27/01/2019,1546913
28/01/2019,1774805
29/01/2019,1840133
30/01/2019,1852992
31/01/2019,1879104
,
01/02/2019,1776656
02/02/2019,1666242
03/02/2019,1652588
04/02/2019,1878926
05/02/2019,1809147
06/02/2019,1738650
07/02/2019,1696198
08/02/2019,1680024
09/02/2019,1504466
10/02/2019,1450147
11/02/2019,1678691
12/02/2019,1726511
13/02/2019,1727542
14/02/2019,1681603
15/02/2019,1608725
16/02/2019,1447043
17/02/2019,1353264
18/02/2019,1517652
19/02/2019,1557620
20/02/2019,1576624
21/02/2019,1548004
22/02/2019,1494141
23/02/2019,1325481
24/02/2019,1291576
25/02/2019,1454122
26/02/2019,1437885
27/02/2019,1412995
28/02/2019,1417948
,
01/03/2019,1428269
02/03/2019,1316354
03/03/2019,1253615
04/03/2019,1454560
05/03/2019,1491099
06/03/2019,1485966
07/03/2019,1472933
08/03/2019,1478514
09/03/2019,1326895
10/03/2019,1236445
11/03/2019,1473783
12/03/2019,1538719
13/03/2019,1549033
14/03/2019,1570231
15/03/2019,1483440
16/03/2019,1289392
17/03/2019,1269264
18/03/2019,1501108
19/03/2019,1511601
20/03/2019,1491261
21/03/2019,1444158
22/03/2019,1387637
23/03/2019,1237998
24/03/2019,1175412
25/03/2019,1376761
26/03/2019,1418719
27/03/2019,1416133
28/03/2019,1390109
29/03/2019,1337830
30/03/2019,1176483
31/03/2019,1065062
,
01/04/2019,1253741
02/04/2019,1296945
03/04/2019,1419629
04/04/2019,1476202
05/04/2019,1442005
06/04/2019,1294360
07/04/2019,1219337
08/04/2019,1361876
09/04/2019,1359943
10/04/2019,1368416
11/04/2019,1372535
12/04/2019,1374593
13/04/2019,1277088
14/04/2019,1255827
15/04/2019,1378696
16/04/2019,1349618
17/04/2019,1304585
18/04/2019,1235062
19/04/2019,1174670
20/04/2019,1039367
21/04/2019,974777
22/04/2019,989116
23/04/2019,1151489
24/04/2019,1184459
25/04/2019,1224537
26/04/2019,1233687
27/04/2019,1124360
28/04/2019,1115155
29/04/2019,1257230
30/04/2019,1232987
,
01/05/2019,1029639
02/05/2019,1199317
03/05/2019,1227933
04/05/2019,1172522
05/05/2019,1177218
06/05/2019,1325409
07/05/2019,1287989
08/05/2019,1140746
09/05/2019,1256626
10/05/2019,1239607
11/05/2019,1102126
12/05/2019,1051043
13/05/2019,1202438
14/05/2019,1195418
15/05/2019,1186418
16/05/2019,1182459
17/05/2019,1187486
18/05/2019,1071287
19/05/2019,1026223
20/05/2019,1183162
21/05/2019,1180321
22/05/2019,1159101
23/05/2019,1143347
24/05/2019,1125220
25/05/2019,998909
26/05/2019,944904
27/05/2019,1108725
28/05/2019,1142181
29/05/2019,1151096
30/05/2019,996120
31/05/2019,1036947
,
01/06/2019,976921
02/06/2019,923789
03/06/2019,1088008
04/06/2019,1116468
05/06/2019,1123626
06/06/2019,1121073
07/06/2019,1114105
08/06/2019,992068
09/06/2019,927723
10/06/2019,976050
11/06/2019,1131248
12/06/2019,1149470
13/06/2019,1139285
14/06/2019,1124992
15/06/2019,992833
16/06/2019,934653
17/06/2019,1099091
18/06/2019,1130565
19/06/2019,1129286
20/06/2019,1121569
21/06/2019,1105478
22/06/2019,985085
23/06/2019,938360
24/06/2019,1133918
25/06/2019,1185574
26/06/2019,1208032
27/06/2019,1224063
28/06/2019,1202670
29/06/2019,1082846
30/06/2019,1008086
,
01/07/2019,1152988
02/07/2019,1166821
03/07/2019,1173193
04/07/2019,1181775
05/07/2019,1188468
06/07/2019,1060069
07/07/2019,985423
08/07/2019,1141912
09/07/2019,1138797
10/07/2019,1149545
11/07/2019,1159844
12/07/2019,1152792
13/07/2019,1024533
14/07/2019,950680
15/07/2019,1105721
16/07/2019,1144890
17/07/2019,1155408
18/07/2019,1155280
19/07/2019,1148667
20/07/2019,1028597
21/07/2019,971000
22/07/2019,1160478
23/07/2019,1214595
24/07/2019,1230653
25/07/2019,1228352
26/07/2019,1164356
27/07/2019,984780
28/07/2019,900338
29/07/2019,1048832
30/07/2019,1076150
31/07/2019,1069096
,
01/08/2019,1072907
02/08/2019,1061015
03/08/2019,964104
04/08/2019,916805
05/08/2019,1027418
06/08/2019,1040857
07/08/2019,1028647
08/08/2019,1042459
09/08/2019,1049363
10/08/2019,942592
11/08/2019,882690
12/08/2019,968322
13/08/2019,977938
14/08/2019,984862
15/08/2019,904008
16/08/2019,957152
17/08/2019,925147
18/08/2019,889913
19/08/2019,1002110
20/08/2019,1027065
21/08/2019,1035818
22/08/2019,1044567
23/08/2019,1050655
24/08/2019,968472
25/08/2019,925872
26/08/2019,1096268
27/08/2019,1132190
28/08/2019,1138529
29/08/2019,1137396
30/08/2019,1130540
31/08/2019,1010421
,
01/09/2019,941424
02/09/2019,1083646
03/09/2019,1116543
04/09/2019,1124283
05/09/2019,1115098
06/09/2019,1101981
07/09/2019,978306
08/09/2019,932889
09/09/2019,1101183
10/09/2019,1124070
11/09/2019,1128433
12/09/2019,1129527
13/09/2019,1115076
14/09/2019,989548
15/09/2019,936620
16/09/2019,1103704
17/09/2019,1125707
18/09/2019,1122191
19/09/2019,1119284
20/09/2019,1109638
21/09/2019,986190
22/09/2019,927032
23/09/2019,1079906
24/09/2019,1111800
25/09/2019,1129320
26/09/2019,1138257
27/09/2019,1118826
28/09/2019,996094
29/09/2019,955704
30/09/2019,1111753
,
01/10/2019,1142339
02/10/2019,1151513
03/10/2019,1184062
04/10/2019,1179228
05/10/2019,1047154
06/10/2019,994427
07/10/2019,1164038
08/10/2019,1188209
09/10/2019,1200387
10/10/2019,1199655
11/10/2019,1175687
12/10/2019,1035889
13/10/2019,972346
14/10/2019,1126376
15/10/2019,1166911
16/10/2019,1200297
17/10/2019,1202552
18/10/2019,1192050
19/10/2019,1075068
20/10/2019,1038111
21/10/2019,1220211
22/10/2019,1279056
23/10/2019,1262727
24/10/2019,1240968
25/10/2019,1224373
26/10/2019,1087613
27/10/2019,1096885
28/10/2019,1263532
29/10/2019,1305857
30/10/2019,1315627
31/10/2019,1302212
,
01/11/2019,1140318
02/11/2019,1115675
03/11/2019,1117686
04/11/2019,1304852
05/11/2019,1368554
06/11/2019,1391612
07/11/2019,1439732
08/11/2019,1484394
09/11/2019,1381118
10/11/2019,1337313
11/11/2019,1383553
12/11/2019,1553766
13/11/2019,1595339
14/11/2019,1644126
15/11/2019,1671131
16/11/2019,1531690
17/11/2019,1469117
18/11/2019,1655298
19/11/2019,1681858
20/11/2019,1711024
21/11/2019,1678665
22/11/2019,1586283
23/11/2019,1396838
24/11/2019,1343292
25/11/2019,1483545
26/11/2019,1469546
27/11/2019,1461315
28/11/2019,1465719
29/11/2019,1466753
30/11/2019,1423577
,
01/12/2019,1418600
02/12/2019,1645806
03/12/2019,1737179
04/12/2019,1768918
05/12/2019,1762113
06/12/2019,1736171
07/12/2019,1476959
08/12/2019,1393694
09/12/2019,1599940
10/12/2019,1679435
11/12/2019,1699764
12/12/2019,1704015
13/12/2019,1629948
14/12/2019,1445666
15/12/2019,1357503
16/12/2019,1507108
17/12/2019,1471055
18/12/2019,1480784
19/12/2019,1447121
20/12/2019,1417327
21/12/2019,1353269
22/12/2019,1322007
23/12/2019,1421818
24/12/2019,1340229
25/12/2019,1222307
26/12/2019,1395229
27/12/2019,1386673
28/12/2019,1360987
29/12/2019,1438675
30/12/2019,1584444
31/12/2019,1600114
02/02/2020,1257003
03/02/2020,1396475
04/02/2020,1520248
05/02/2020,1585383
06/02/2020,1634787
07/02/2020,1630246
08/02/2020,1437450
09/02/2020,1362129
10/02/2020,1477090
11/02/2020,1550688
12/02/2020,1590242
13/02/2020,1606758
14/02/2020,1516044
15/02/2020,1371833
16/02/2020,1261217
17/02/2020,1454635
18/02/2020,1535144
19/02/2020,1549682
20/02/2020,1530331
21/02/2020,1538405
22/02/2020,1398250
23/02/2020,1285047
24/02/2020,1412006
25/02/2020,1472073
26/02/2020,1594458
27/02/2020,1632539
28/02/2020,1603429
29/02/2020,1401714
