"","country","date","load","holiday","max_temp_f","max_temp","wday","sunday"
"7804","FR",2019-08-22,1.044786,"0",80.6,27,5,0
"7805","FR",2019-08-23,1.050396,"0",84.2,29,6,0
"7806","FR",2019-08-24,0.971325,"0",87.8,31,7,0
"7807","FR",2019-08-25,0.930777,"0",87.8,31,1,1
"7808","FR",2019-08-26,1.100109,"0",89.6,32,2,0
"7809","FR",2019-08-27,1.129749,"0",86,30,3,0
"7810","FR",2019-08-28,1.142617,"0",84.2,29,4,0
"7811","FR",2019-08-29,1.142093,"0",82.4,28,5,0
"7812","FR",2019-08-30,1.137254,"0",85.1,29.5,6,0
"7813","FR",2019-08-31,1.002277,"0",87.8,31,7,0
"7814","FR",2019-09-01,0.936595,"0",73.4,23,1,1
"7815","FR",2019-09-02,1.080246,"0",73.4,23,2,0
"7816","FR",2019-09-03,1.115525,"0",77,25,3,0
"7817","FR",2019-09-04,1.121413,"0",78.8,26,4,0
"7818","FR",2019-09-05,1.108461,"0",68,20,5,0
"7819","FR",2019-09-06,1.100194,"0",69.8,21,6,0
"7820","FR",2019-09-07,0.98296,"0",69.8,21,7,0
"7821","FR",2019-09-08,0.938612,"0",66.2,19,1,1
"7822","FR",2019-09-09,1.11183,"0",66.2,19,2,0
"7823","FR",2019-09-10,1.13402,"0",69.8,21,3,0
"7824","FR",2019-09-11,1.135755,"0",73.4,23,4,0
"7825","FR",2019-09-12,1.138774,"0",78.8,26,5,0
"7826","FR",2019-09-13,1.12371,"0",81.5,27.5,6,0
"7827","FR",2019-09-14,0.992232,"0",81.5,27.5,7,0
"7828","FR",2019-09-15,0.949891,"0",84.2,29,1,1
"7829","FR",2019-09-16,1.111458,"0",82.4,28,2,0
"7830","FR",2019-09-17,1.127206,"0",77.9,25.5,3,0
"7831","FR",2019-09-18,1.116239,"0",71.6,22,4,0
"7832","FR",2019-09-19,1.114295,"0",71.6,22,5,0
"7833","FR",2019-09-20,1.104359,"0",77,25,6,0
"7834","FR",2019-09-21,0.986159,"0",80.6,27,7,0
"7835","FR",2019-09-22,0.924838,"0",71.6,22,1,1
"7836","FR",2019-09-23,1.076675,"0",69.8,21,2,0
"7837","FR",2019-09-24,1.110881,"0",68.9,20.5,3,0
"7838","FR",2019-09-25,1.121979,"0",66.2,19,4,0
"7839","FR",2019-09-26,1.127971,"0",69.8,21,5,0
"7840","FR",2019-09-27,1.106619,"0",68,20,6,0
"7841","FR",2019-09-28,0.982483,"0",68,20,7,0
"7842","FR",2019-09-29,0.941308,"0",71.6,22,1,1
"7843","FR",2019-09-30,1.10305,"0",68,20,2,0
"7844","FR",2019-10-01,1.130063,"0",69.8,21,3,0
"7845","FR",2019-10-02,1.136255,"0",62.6,17,4,0
"7846","FR",2019-10-03,1.179184,"0",62.6,17,5,0
"7847","FR",2019-10-04,1.166889,"0",63.5,17.5,6,0
"7848","FR",2019-10-05,1.044478,"0",64.4,18,7,0
"7849","FR",2019-10-06,0.983332,"0",64.4,18,1,1
"7850","FR",2019-10-07,1.157157,"0",62.6,17,2,0
"7851","FR",2019-10-08,1.175253,"0",66.2,19,3,0
"7852","FR",2019-10-09,1.178704,"0",62.6,17,4,0
"7853","FR",2019-10-10,1.18136,"0",64.4,18,5,0
"7854","FR",2019-10-11,1.16301,"0",69.8,21,6,0
"7855","FR",2019-10-12,1.022232,"0",69.8,21,7,0
"7856","FR",2019-10-13,0.965297,"0",75.2,24,1,1
"7857","FR",2019-10-14,1.120979,"0",75.2,24,2,0
"7858","FR",2019-10-15,1.158212,"0",62.6,17,3,0
"7859","FR",2019-10-16,1.17888,"0",64.4,18,4,0
"7860","FR",2019-10-17,1.191904,"0",62.6,17,5,0
"7861","FR",2019-10-18,1.173389,"0",62.6,17,6,0
"7862","FR",2019-10-19,1.06184,"0",60.8,16,7,0
"7863","FR",2019-10-20,1.028514,"0",60.8,16,1,1
"7864","FR",2019-10-21,1.207715,"0",59,15,2,0
"7865","FR",2019-10-22,1.27197,"0",59,15,3,0
"7866","FR",2019-10-23,1.249952,"0",60.8,16,4,0
"7867","FR",2019-10-24,1.213419,"0",62.6,17,5,0
"7868","FR",2019-10-25,1.201802,"0",64.4,18,6,0
"7869","FR",2019-10-26,1.059772,"0",69.8,21,7,0
"7870","FR",2019-10-27,1.00368,"0",62.6,17,1,1
"7871","FR",2019-10-28,1.248666,"0",55.4,13,2,0
"7872","FR",2019-10-29,1.290035,"0",54.5,12.5,3,0
"7873","FR",2019-10-30,1.302291,"0",59,15,4,0
"7874","FR",2019-10-31,1.27584,"0",59,15,5,0
"7875","FR",2019-11-01,1.117426,"1",60.8,16,6,0
"7876","FR",2019-11-02,1.087298,"0",60.8,16,7,0
"7877","FR",2019-11-03,1.100989,"0",57.2,14,1,1
"7878","FR",2019-11-04,1.286149,"0",57.2,14,2,0
"7879","FR",2019-11-05,1.355644,"0",55.4,13,3,0
"7880","FR",2019-11-06,1.378625,"0",53.6,12,4,0
"7881","FR",2019-11-07,1.418894,"0",51.8,11,5,0
"7882","FR",2019-11-08,1.476961,"0",50.9,10.5,6,0
"7883","FR",2019-11-09,1.373488,"0",50,10,7,0
"7884","FR",2019-11-10,1.331319,"0",50,10,1,1
"7885","FR",2019-11-11,1.358123,"1",50.9,10.5,2,0
"7886","FR",2019-11-12,1.533989,"0",50.9,10.5,3,0
"7887","FR",2019-11-13,1.580993,"0",50,10,4,0
"7888","FR",2019-11-14,1.635595,"0",46.4,8,5,0
"7889","FR",2019-11-15,1.659131,"0",44.6,7,6,0
"7890","FR",2019-11-16,1.514741,"0",46.4,8,7,0
"7891","FR",2019-11-17,1.456321,"0",46.4,8,1,1
"7892","FR",2019-11-18,1.639694,"0",48.2,9,2,0
"7893","FR",2019-11-19,1.664233,"0",48.2,9,3,0
"7894","FR",2019-11-20,1.684636,"0",48.2,9,4,0
"7895","FR",2019-11-21,1.660241,"0",51.8,11,5,0
"7896","FR",2019-11-22,1.563175,"0",53.6,12,6,0
"7897","FR",2019-11-23,1.386577,"0",53.6,12,7,0
"7898","FR",2019-11-24,1.340524,"0",51.8,11,1,1
"7899","FR",2019-11-25,1.473894,"0",55.4,13,2,0
"7900","FR",2019-11-26,1.457432,"0",57.2,14,3,0
"7901","FR",2019-11-27,1.442225,"0",55.4,13,4,0
"7902","FR",2019-11-28,1.4492,"0",53.6,12,5,0
"7903","FR",2019-11-29,1.461514,"0",53.6,12,6,0
"7904","FR",2019-11-30,1.409479,"0",48.2,9,7,0
"7905","FR",2019-12-01,1.408642,"0",48.2,9,1,1
"7906","FR",2019-12-02,1.641972,"0",46.4,8,2,0
"7907","FR",2019-12-03,1.738768,"0",44.6,7,3,0
"7908","FR",2019-12-04,1.772521,"0",42.8,6,4,0
"7909","FR",2019-12-05,1.759795,"0",46.4,8,5,0
"7910","FR",2019-12-06,1.699503,"0",51.8,11,6,0
"7911","FR",2019-12-07,1.438774,"0",52.7,11.5,7,0
"7912","FR",2019-12-08,1.347079,"0",55.4,13,1,1
"7913","FR",2019-12-09,1.554512,"0",51.8,11,2,0
"7914","FR",2019-12-10,1.650778,"0",48.2,9,3,0
"7915","FR",2019-12-11,1.667806,"0",46.4,8,4,0
"7916","FR",2019-12-12,1.684689,"0",50,10,5,0
"7917","FR",2019-12-13,1.609353,"0",53.6,12,6,0
"7918","FR",2019-12-14,1.366364,"0",53.6,12,7,0
"7919","FR",2019-12-15,1.333676,"0",55.4,13,1,1
"7920","FR",2019-12-16,1.49039,"0",55.4,13,2,0
"7921","FR",2019-12-17,1.449058,"0",59,15,3,0
"7922","FR",2019-12-18,1.461166,"0",56.3,13.5,4,0
"7923","FR",2019-12-19,1.414771,"0",59,15,5,0
"7924","FR",2019-12-20,1.389308,"0",56.3,13.5,6,0
"7925","FR",2019-12-21,1.326893,"0",51.8,11,7,0
"7926","FR",2019-12-22,1.298359,"0",51.8,11,1,1
"7927","FR",2019-12-23,1.399362,"0",51.8,11,2,0
"7928","FR",2019-12-24,1.31532,"0",55.4,13,3,0
"7929","FR",2019-12-25,1.207624,"1",51.8,11,4,0
"7930","FR",2019-12-26,1.377515,"0",53.6,12,5,0
"7931","FR",2019-12-27,1.373973,"0",51.8,11,6,0
"7932","FR",2019-12-28,1.34756,"0",50,10,7,0
"7933","FR",2019-12-29,1.420109,"0",44.6,7,1,1
"7934","FR",2019-12-30,1.570437,"0",48.2,9,2,0
"7935","FR",2019-12-31,1.584773,"0",46.4,8,3,0
"7936","FR",2020-01-01,1.445857,"1",47.3,8.5,4,0
"7937","FR",2020-01-02,1.545987,"0",50,10,5,0
"7938","FR",2020-01-03,1.501559,"0",51.8,11,6,0
"7939","FR",2020-01-04,1.44488,"0",48.2,9,7,0
"7940","FR",2020-01-05,1.443451,"0",46.4,8,1,1
"7941","FR",2020-01-06,1.659902,"0",50,10,2,0
"7942","FR",2020-01-07,1.630757,"0",51.8,11,3,0
"7943","FR",2020-01-08,1.558585,"0",53.6,12,4,0
"7944","FR",2020-01-09,1.510284,"0",55.4,13,5,0
"7945","FR",2020-01-10,1.546162,"0",50,10,6,0
"7946","FR",2020-01-11,1.478843,"0",48.2,9,7,0
"7947","FR",2020-01-12,1.453199,"0",50,10,1,1
"7948","FR",2020-01-13,1.613663,"0",51.8,11,2,0
"7949","FR",2020-01-14,1.593941,"0",55.4,13,3,0
"7950","FR",2020-01-15,1.565498,"0",55.4,13,4,0
"7951","FR",2020-01-16,1.543757,"0",57.2,14,5,0
"7952","FR",2020-01-17,1.539935,"0",51.8,11,6,0
"7953","FR",2020-01-18,1.498575,"0",48.2,9,7,0
"7954","FR",2020-01-19,1.521103,"0",46.4,8,1,1
"7955","FR",2020-01-20,1.744957,"0",44.6,7,2,0
"7956","FR",2020-01-21,1.793019,"0",44.6,7,3,0
"7957","FR",2020-01-22,1.805571,"0",44.6,7,4,0
"7958","FR",2020-01-23,1.798575,"0",43.7,6.5,5,0
"7959","FR",2020-01-24,1.760216,"0",48.2,9,6,0
"7960","FR",2020-01-25,1.592702,"0",51.8,11,7,0
"7961","FR",2020-01-26,1.468961,"0",51.8,11,1,1
"7962","FR",2020-01-27,1.617724,"0",50,10,2,0
"7963","FR",2020-01-28,1.63735,"0",50,10,3,0
"7964","FR",2020-01-29,1.619433,"0",51.8,11,4,0
"7965","FR",2020-01-30,1.594166,"0",55.4,13,5,0
"7966","FR",2020-01-31,1.462163,"0",57.2,14,6,0
"7967","FR",2020-02-01,1.314601,"0",57.2,14,7,0
"7968","FR",2020-02-02,1.247254,"0",59,15,1,1
"7969","FR",2020-02-03,1.010189,"0",60.8,16,2,0
"7970","FR",2020-02-04,1.511965,"0",54.5,12.5,3,0
"7971","FR",2020-02-05,1.589147,"0",50,10,4,0
"7972","FR",2020-02-06,1.637039,"0",50,10,5,0
"7973","FR",2020-02-07,1.628611,"0",53.6,12,6,0
"7974","FR",2020-02-08,1.431011,"0",53.6,12,7,0
"7975","FR",2020-02-09,1.352249,"0",57.2,14,1,1
"7976","FR",2020-02-10,1.471081,"0",57.2,14,2,0
"7977","FR",2020-02-11,1.535602,"0",51.8,11,3,0
"7978","FR",2020-02-12,1.572532,"0",51.8,11,4,0
"7979","FR",2020-02-13,1.597209,"0",53.6,12,5,0
"7980","FR",2020-02-14,1.512531,"0",53.6,12,6,0
"7981","FR",2020-02-15,1.361273,"0",57.2,14,7,0
"7982","FR",2020-02-16,1.258363,"0",60.8,16,1,1
"7983","FR",2020-02-17,1.448623,"0",53.6,12,2,0
"7984","FR",2020-02-18,1.524331,"0",51.8,11,3,0
"7985","FR",2020-02-19,1.546994,"0",51.8,11,4,0
"7986","FR",2020-02-20,1.521276,"0",55.4,13,5,0
"7987","FR",2020-02-21,1.535427,"0",51.8,11,6,0
"7988","FR",2020-02-22,1.38745,"0",57.2,14,7,0
"7989","FR",2020-02-23,1.276808,"0",57.2,14,1,1
"7990","FR",2020-02-24,1.40379,"0",57.2,14,2,0
"7991","FR",2020-02-25,1.464926,"0",53.6,12,3,0
"7992","FR",2020-02-26,1.59191,"0",48.2,9,4,0
"7993","FR",2020-02-27,1.631869,"0",53.6,12,5,0
"7994","FR",2020-02-28,1.600123,"0",53.6,12,6,0
"7995","FR",2020-02-29,1.400894,"0",55.4,13,7,0
"7996","FR",2020-03-01,1.360101,"0",53.6,12,1,1
"7997","FR",2020-03-02,1.554175,"0",50,10,2,0
"7998","FR",2020-03-03,1.617915,"0",48.2,9,3,0
"7999","FR",2020-03-04,1.612816,"0",51.8,11,4,0
"8000","FR",2020-03-05,1.56154,"0",53.6,12,5,0
"8001","FR",2020-03-06,1.59062,"0",50,10,6,0
"8002","FR",2020-03-07,1.451503,"0",53.6,12,7,0
"8003","FR",2020-03-08,1.348894,"0",55.4,13,1,1
"8004","FR",2020-03-09,1.505125,"0",51.8,11,2,0
"8005","FR",2020-03-10,1.504531,"0",57.2,14,3,0
"8006","FR",2020-03-11,1.388071,"0",60.8,16,4,0
"8007","FR",2020-03-12,1.384265,"0",57.2,14,5,0
"8008","FR",2020-03-13,1.411543,"0",53.6,12,6,0
"8009","FR",2020-03-14,1.301967,"0",55.4,13,7,0
"8010","FR",2020-03-15,1.20044,"0",60.8,16,1,1
"8011","FR",2020-03-16,1.341977,"0",55.4,13,2,0
"8012","FR",2020-03-17,1.141303,"0",60.8,16,3,0
"8013","FR",2020-03-18,1.196594,"0",66.2,19,4,0
"8014","FR",2020-03-19,1.135302,"0",68,20,5,0
"8015","FR",2020-03-20,1.10861,"0",66.2,19,6,0
"8016","FR",2020-03-21,1.086993,"0",56.3,13.5,7,0
"8017","FR",2020-03-22,1.101612,"0",53.6,12,1,1
"8018","FR",2020-03-23,1.187294,"0",57.2,14,2,0
"8019","FR",2020-03-24,1.217858,"0",55.4,13,3,0
"8020","FR",2020-03-25,1.23918,"0",55.4,13,4,0
"8021","FR",2020-03-26,1.261895,"0",51.8,11,5,0
"8022","FR",2020-03-27,1.236075,"0",57.2,14,6,0
"8023","FR",2020-03-28,1.124326,"0",62.6,17,7,0
"8024","FR",2020-03-29,1.099597,"0",50,10,1,1
"8025","FR",2020-03-30,1.324362,"0",48.2,9,2,0
"8026","FR",2020-03-31,1.296621,"0",53.6,12,3,0
"8027","FR",2020-04-01,1.255852,"0",57.2,14,4,0
"8028","FR",2020-04-02,1.251124,"0",55.4,13,5,0
"8029","FR",2020-04-03,1.215184,"0",57.2,14,6,0
"8030","FR",2020-04-04,1.102515,"0",64.4,18,7,0
"8031","FR",2020-04-05,1.002113,"0",69.8,21,1,1
"8032","FR",2020-04-06,1.063169,"0",64.4,18,2,0
"8033","FR",2020-04-07,1.070727,"0",69.8,21,3,0
"8034","FR",2020-04-08,1.037508,"0",73.4,23,4,0
"8035","FR",2020-04-09,1.008969,"0",75.2,24,5,0
"8036","FR",2020-04-10,0.97863,"1",75.2,24,6,0
"8037","FR",2020-04-11,0.917786,"0",75.2,24,7,0
"8038","FR",2020-04-12,0.885796,"1",71.6,22,1,1
"8039","FR",2020-04-13,0.903844,"1",66.2,19,2,0
"8040","FR",2020-04-14,1.016996,"0",62.6,17,3,0
"8041","FR",2020-04-15,1.051241,"0",69.8,21,4,0
"8042","FR",2020-04-16,1.029302,"0",71.6,22,5,0
"8043","FR",2020-04-17,0.99634,"0",71.6,22,6,0
"8044","FR",2020-04-18,0.920935,"0",71.6,22,7,0
"8045","FR",2020-04-19,0.895302,"0",62.6,17,1,1
"8046","FR",2020-04-20,0.99459,"0",64.4,18,2,0
"8047","FR",2020-04-21,1.018861,"0",64.4,18,3,0
"8048","FR",2020-04-22,1.023833,"0",69.8,21,4,0
"8049","FR",2020-04-23,1.01998,"0",71.6,22,5,0
"8050","FR",2020-04-24,0.996238,"0",73.4,23,6,0
"8051","FR",2020-04-25,0.911694,"0",69.8,21,7,0
"8052","FR",2020-04-26,0.892883,"0",69.8,21,1,1
"8053","FR",2020-04-27,0.995627,"0",68,20,2,0
"8054","FR",2020-04-28,1.023434,"0",62.6,17,3,0
"8055","FR",2020-04-29,1.035415,"0",62.6,17,4,0
"8056","FR",2020-04-30,1.042264,"0",59,15,5,0
"8057","FR",2020-05-01,0.943537,"1",60.8,16,6,0
"8058","FR",2020-05-02,0.954891,"0",60.8,16,7,0
"8059","FR",2020-05-03,0.921636,"0",68,20,1,1
"8060","FR",2020-05-04,1.010537,"0",73.4,23,2,0
"8061","FR",2020-05-05,1.021361,"0",68,20,3,0
"8062","FR",2020-05-06,1.015829,"0",69.8,21,4,0
"8063","FR",2020-05-07,1.009674,"0",73.4,23,5,0
"8064","FR",2020-05-08,0.916136,"1",75.2,24,6,0
"8065","FR",2020-05-09,0.89592,"0",73.4,23,7,0
"8066","FR",2020-05-10,0.876558,"0",68.9,20.5,1,1
"8067","FR",2020-05-11,1.041525,"0",60.8,16,2,0
"8068","FR",2020-05-12,1.095236,"0",57.2,14,3,0
"8069","FR",2020-05-13,1.114012,"0",59,15,4,0
"8070","FR",2020-05-14,1.110334,"0",59,15,5,0
"8071","FR",2020-05-15,1.086364,"0",64.4,18,6,0
"8072","FR",2020-05-16,0.972834,"0",68,20,7,0
"8073","FR",2020-05-17,0.912127,"0",69.8,21,1,1
"8074","FR",2020-05-18,1.0267,"0",73.4,23,2,0
"8075","FR",2020-05-19,1.029107,"0",75.2,24,3,0
"8076","FR",2020-05-20,1.023789,"0",80.6,27,4,0
"8077","FR",2020-05-21,0.918929,"1",82.4,28,5,0
"8078","FR",2020-05-22,0.951313,"0",78.8,26,6,0
"8079","FR",2020-05-23,0.902499,"0",66.2,19,7,0
"8080","FR",2020-05-24,0.865534,"0",69.8,21,1,1
"8081","FR",2020-05-25,1.003998,"0",73.4,23,2,0
"8082","FR",2020-05-26,1.031894,"0",77,25,3,0
"8083","FR",2020-05-27,1.028553,"0",77,25,4,0
"8084","FR",2020-05-28,1.023722,"0",77,25,5,0
"8085","FR",2020-05-29,1.008861,"0",77,25,6,0
"8086","FR",2020-05-30,0.908859,"0",75.2,24,7,0
"8087","FR",2020-05-31,0.853449,"0",76.1,24.5,1,1
"8088","FR",2020-06-01,0.894051,"0",78.8,26,2,0
"8089","FR",2020-06-02,1.035339,"0",82.4,28,3,0
"8090","FR",2020-06-03,1.051469,"0",77,25,4,0
"8091","FR",2020-06-04,1.045671,"0",64.4,18,5,0
"8092","FR",2020-06-05,1.027027,"0",64.4,18,6,0
"8093","FR",2020-06-06,0.919396,"0",66.2,19,7,0
"8094","FR",2020-06-07,0.879911,"0",66.2,19,1,1
"8095","FR",2020-06-08,1.024301,"0",68,20,2,0
"8096","FR",2020-06-09,1.059217,"0",66.2,19,3,0
"8097","FR",2020-06-10,1.073005,"0",66.2,19,4,0
"8098","FR",2020-06-11,1.070705,"1",69.8,21,5,0
"8099","FR",2020-06-12,1.053213,"0",68,20,6,0
"8100","FR",2020-06-13,0.937741,"0",71.6,22,7,0
"8101","FR",2020-06-14,0.888545,"0",71.6,22,1,1
"8102","FR",2020-06-15,1.030124,"0",71.6,22,2,0
"8103","FR",2020-06-16,1.05829,"0",69.8,21,3,0
"8104","FR",2020-06-17,1.054274,"0",68,20,4,0
"8105","FR",2020-06-18,1.054152,"0",69.8,21,5,0
"8106","FR",2020-06-19,1.033435,"0",69.8,21,6,0
"8107","FR",2020-06-20,0.939067,"0",75.2,24,7,0
"8108","FR",2020-06-21,0.849036,"0",75.2,24,1,1
"8109","FR",2020-06-22,1.050838,"0",77,25,2,0
"8110","FR",2020-06-23,1.074731,"0",84.2,29,3,0
"8111","FR",2020-06-24,1.095997,"0",89.6,32,4,0
"8112","FR",2020-06-25,1.113577,"0",87.8,31,5,0
"8113","FR",2020-06-26,1.084071,"0",82.4,28,6,0
"8114","FR",2020-06-27,0.946359,"0",78.8,26,7,0
"8115","FR",2020-06-28,0.898634,"0",73.4,23,1,1
"8116","FR",2020-06-29,1.049238,"0",71.6,22,2,0
"8117","FR",2020-06-30,1.059218,"0",75.2,24,3,0
"8118","FR",2020-07-01,1.103146,"0",77,25,4,0
"8119","FR",2020-07-02,1.090137,"0",71.6,22,5,0
"8120","FR",2020-07-03,1.071233,"0",73.4,23,6,0
"8121","FR",2020-07-04,0.952566,"0",75.2,24,7,0
"8122","FR",2020-07-05,0.917388,"0",80.6,27,1,1
"8123","FR",2020-07-06,1.065699,"0",73.4,23,2,0
"8124","FR",2020-07-07,1.209135,"0",77,25,3,0
"8125","FR",2020-07-08,1.112328,"0",82.4,28,4,0
"8126","FR",2020-07-09,1.132173,"0",87.8,31,5,0
"8127","FR",2020-07-10,1.10464,"0",75.2,24,6,0
"8128","FR",2020-07-11,0.970589,"0",77,25,7,0
"8129","FR",2020-07-12,0.911822,"0",80.6,27,1,1
"8130","FR",2020-07-13,1.020552,"0",80.6,27,2,0
"8131","FR",2020-07-14,0.960665,"1",78.8,26,3,0
"8132","FR",2020-07-15,1.084665,"0",71.6,22,4,0
"8133","FR",2020-07-16,1.100749,"0",69.8,21,5,0
"8134","FR",2020-07-17,1.10092,"0",77,25,6,0
"8135","FR",2020-07-18,0.984227,"0",82.4,28,7,0
"8136","FR",2020-07-19,0.930044,"0",86,30,1,1
"8137","FR",2020-07-20,1.087641,"0",84.2,29,2,0
"8138","FR",2020-07-21,1.116618,"0",82.4,28,3,0
"8139","FR",2020-07-22,1.116343,"0",84.2,29,4,0
"8140","FR",2020-07-23,1.127814,"0",84.2,29,5,0
"8141","FR",2020-07-24,1.10374,"0",80.6,27,6,0
"8142","FR",2020-07-25,0.982212,"0",80.6,27,7,0
"8143","FR",2020-07-26,0.924941,"0",78.8,26,1,1
"8144","FR",2020-07-27,1.082093,"0",89.6,32,2,0
"8145","FR",2020-07-28,1.101854,"0",78.8,26,3,0
"8146","FR",2020-07-29,1.115423,"0",82.4,28,4,0
"8147","FR",2020-07-30,1.12657,"0",93.2,34,5,0
"8148","FR",2020-07-31,1.120163,"0",97.7,36.5,6,0
"8149","GB",2015-01-03,1.488472,"0",42.8,6,7,0
"8150","GB",2015-01-04,1.484385,"0",41,5,1,1
"8151","GB",2015-01-05,1.995051,"0",48.2,9,2,0
"8152","GB",2015-01-06,1.990049,"0",48.2,9,3,0
"8153","GB",2015-01-07,2.023033,"0",50,10,4,0
"8154","GB",2015-01-08,1.990755,"0",50,10,5,0
"8155","GB",2015-01-09,1.956474,"0",57.2,14,6,0
"8156","GB",2015-01-10,1.776706,"0",55.4,13,7,0
"8157","GB",2015-01-11,1.775785,"0",46.4,8,1,1
"8158","GB",2015-01-12,1.983571,"0",51.8,11,2,0
"8159","GB",2015-01-13,2.109756,"0",44.6,7,3,0
"8160","GB",2015-01-14,2.165865,"0",46.4,8,4,0
"8161","GB",2015-01-15,2.142362,"0",48.2,9,5,0
"8162","GB",2015-01-16,2.148094,"0",42.8,6,6,0
"8163","GB",2015-01-17,2.001546,"0",41,5,7,0
"8164","GB",2015-01-18,1.96446,"0",39.2,4,1,1
"8165","GB",2015-01-19,2.186697,"0",37.4,3,2,0
"8166","GB",2015-01-20,2.233199,"0",37.4,3,3,0
"8167","GB",2015-01-21,2.22799,"0",39.2,4,4,0
"8168","GB",2015-01-22,2.209788,"0",39.2,4,5,0
"8169","GB",2015-01-23,2.204634,"0",44.6,7,6,0
"8170","GB",2015-01-24,1.995285,"0",44.6,7,7,0
"8171","GB",2015-01-25,1.95051,"0",48.2,9,1,1
"8172","GB",2015-01-26,2.129867,"0",48.2,9,2,0
"8173","GB",2015-01-27,2.169641,"0",46.4,8,3,0
"8174","GB",2015-01-28,2.147528,"0",48.2,9,4,0
"8175","GB",2015-01-29,2.209918,"0",40.1,4.5,5,0
"8176","GB",2015-01-30,2.202876,"0",42.8,6,6,0
"8177","GB",2015-01-31,2.015937,"0",41,5,7,0
"8178","GB",2015-02-01,1.987305,"0",39.2,4,1,1
"8179","GB",2015-02-02,2.236153,"0",37.4,3,2,0
"8180","GB",2015-02-03,2.219619,"0",39.2,4,3,0
"8181","GB",2015-02-04,2.203883,"0",41,5,4,0
"8182","GB",2015-02-05,2.24308,"0",42.8,6,5,0
"8183","GB",2015-02-06,2.170194,"0",41,5,6,0
"8184","GB",2015-02-07,1.991514,"0",42.8,6,7,0
"8185","GB",2015-02-08,1.910015,"0",46.4,8,1,1
"8186","GB",2015-02-09,2.079561,"0",48.2,9,2,0
"8187","GB",2015-02-10,2.152907,"0",42.8,6,3,0
"8188","GB",2015-02-11,2.194677,"0",41,5,4,0
"8189","GB",2015-02-12,2.193766,"0",41.9,5.5,5,0
"8190","GB",2015-02-13,2.135759,"0",46.4,8,6,0
"8191","GB",2015-02-14,1.944117,"0",46.4,8,7,0
"8192","GB",2015-02-15,1.870711,"0",46.4,8,1,1
"8193","GB",2015-02-16,2.108335,"0",45.77,7.65,2,0
"8194","GB",2015-02-17,2.09798,"0",46.4,8,3,0
"8195","GB",2015-02-18,2.045787,"0",50,10,4,0
"8196","GB",2015-02-19,2.085691,"0",46.4,8,5,0
"8197","GB",2015-02-20,2.091772,"0",44.6,7,6,0
"8198","GB",2015-02-21,1.891225,"0",44.6,7,7,0
"8199","GB",2015-02-22,1.918359,"0",46.4,8,1,1
"8200","GB",2015-02-23,2.105179,"0",44.6,7,2,0
"8201","GB",2015-02-24,2.126755,"0",46.4,8,3,0
"8202","GB",2015-02-25,2.107917,"0",50,10,4,0
"8203","GB",2015-02-26,2.077134,"0",51.8,11,5,0
"8204","GB",2015-02-27,2.06216,"0",46.4,8,6,0
"8205","GB",2015-02-28,1.870426,"0",50,10,7,0
"8206","GB",2015-03-01,1.810957,"0",48.2,9,1,1
"8207","GB",2015-03-02,2.088139,"0",44.6,7,2,0
"8208","GB",2015-03-03,2.108039,"0",44.6,7,3,0
"8209","GB",2015-03-04,2.09828,"0",48.2,9,4,0
"8210","GB",2015-03-05,2.088579,"0",50,10,5,0
"8211","GB",2015-03-06,1.979342,"0",51.8,11,6,0
"8212","GB",2015-03-07,1.747281,"0",57.2,14,7,0
"8213","GB",2015-03-08,1.753071,"0",51.8,11,1,1
"8214","GB",2015-03-09,2.048812,"0",50.9,10.5,2,0
"8215","GB",2015-03-10,2.010383,"0",50,10,3,0
"8216","GB",2015-03-11,2.033471,"0",50,10,4,0
"8217","GB",2015-03-12,2.001265,"0",53.6,12,5,0
"8218","GB",2015-03-13,2.003392,"0",48.2,9,6,0
"8219","GB",2015-03-14,1.863732,"0",44.6,7,7,0
"8220","GB",2015-03-15,1.838873,"0",44.6,7,1,1
"8221","GB",2015-03-16,2.065206,"0",46.4,8,2,0
"8222","GB",2015-03-17,2.051004,"0",48.2,9,3,0
"8223","GB",2015-03-18,2.041838,"0",50,10,4,0
"8224","GB",2015-03-19,2.051434,"0",46.4,8,5,0
"8225","GB",2015-03-20,1.973246,"0",53.6,12,6,0
"8226","GB",2015-03-21,1.778727,"0",48.2,9,7,0
"8227","GB",2015-03-22,1.755404,"0",48.2,9,1,1
"8228","GB",2015-03-23,1.933145,"0",50,10,2,0
"8229","GB",2015-03-24,1.935576,"0",48.2,9,3,0
"8230","GB",2015-03-25,1.935524,"0",48.2,9,4,0
"8231","GB",2015-03-26,1.9576,"0",51.8,11,5,0
"8232","GB",2015-03-27,1.893782,"0",51.8,11,6,0
"8233","GB",2015-03-28,1.725318,"0",56.84,13.8,7,0
"8234","GB",2015-03-29,1.555359,"0",50,10,1,1
"8235","GB",2015-03-30,1.890712,"0",51.8,11,2,0
"8236","GB",2015-03-31,1.922319,"0",51.8,11,3,0
"8237","GB",2015-04-01,1.829487,"0",48.2,9,4,0
"8238","GB",2015-04-02,1.778184,"0",50,10,5,0
"8239","GB",2015-04-03,1.648426,"1",50,10,6,0
"8240","GB",2015-04-04,1.596186,"0",50,10,7,0
"8241","GB",2015-04-05,1.502088,"0",53.6,12,1,1
"8242","GB",2015-04-06,1.530673,"0",59,15,2,0
