"","country","date","load","holiday","max_temp_f","max_temp","wday","sunday"
"1","AT",2015-01-03,0.5240236,"0",39.2,4,7,0
"2","AT",2015-01-04,0.4978244,"0",38.3,3.5,1,1
"3","AT",2015-01-05,0.6521536,"0",37.4,3,2,0
"4","AT",2015-01-06,0.5693212,"1",37.4,3,3,0
"5","AT",2015-01-07,0.6958268,"0",32.9,0.5,4,0
"6","AT",2015-01-08,0.718104,"0",32,0,5,0
"7","AT",2015-01-09,0.6153836,"0",50,10,6,0
"8","AT",2015-01-10,0.5530464,"0",62.6,17,7,0
"9","AT",2015-01-11,0.5399928,"0",44.6,7,1,1
"10","AT",2015-01-12,0.686656,"0",44.6,7,2,0
"11","AT",2015-01-13,0.730036,"0",47.3,8.5,3,0
"12","AT",2015-01-14,0.748688,"0",43.7,6.5,4,0
"13","AT",2015-01-15,0.79017,"0",41.9,5.5,5,0
"14","AT",2015-01-16,0.7672204,"0",48.2,9,6,0
"15","AT",2015-01-17,0.6784016,"0",49.1,9.5,7,0
"16","AT",2015-01-18,0.6684904,"0",39.2,4,1,1
"17","AT",2015-01-19,0.6683936,"0",37.4,3,2,0
"18","AT",2015-01-20,0.7383792,"0",36.5,2.5,3,0
"19","AT",2015-01-21,0.6397992,"0",37.4,3,4,0
"20","AT",2015-01-22,0.6577592,"0",41.9,5.5,5,0
"21","AT",2015-01-23,0.677964,"0",36.5,2.5,6,0
"22","AT",2015-01-24,0.6203908,"0",37.4,3,7,0
"23","AT",2015-01-25,0.603986,"0",35.6,2,1,1
"24","AT",2015-01-26,0.7181884,"0",37.4,3,2,0
"25","AT",2015-01-27,0.7008472,"0",35.6,2,3,0
"26","AT",2015-01-28,0.7307232,"0",39.2,4,4,0
"27","AT",2015-01-29,0.7229852,"0",36.5,2.5,5,0
"28","AT",2015-01-30,0.6417572,"0",36.5,2.5,6,0
"29","AT",2015-01-31,0.5975884,"0",39.2,4,7,0
"30","AT",2015-02-01,0.6669956,"0",35.6,2,1,1
"31","AT",2015-02-02,0.8129856,"0",34.7,1.5,2,0
"32","AT",2015-02-03,0.8068492,"0",34.7,1.5,3,0
"33","AT",2015-02-04,0.7992616,"0",32,0,4,0
"34","AT",2015-02-05,0.7412964,"0",31.1,-0.5,5,0
"35","AT",2015-02-06,0.7548008,"0",32,0,6,0
"36","AT",2015-02-07,0.7174152,"0",33.8,1,7,0
"37","AT",2015-02-08,0.665806,"0",33.8,1,1,1
"38","AT",2015-02-09,0.8125388,"0",34.7,1.5,2,0
"39","AT",2015-02-10,0.8016208,"0",41,5,3,0
"40","AT",2015-02-11,0.8303776,"0",39.2,4,4,0
"41","AT",2015-02-12,0.7953596,"0",36.5,2.5,5,0
"42","AT",2015-02-13,0.7647828,"0",38.3,3.5,6,0
"43","AT",2015-02-14,0.6836952,"0",41.9,5.5,7,0
"44","AT",2015-02-15,0.6448616,"0",42.8,6,1,1
"45","AT",2015-02-16,0.7595076,"0",44.6,7,2,0
"46","AT",2015-02-17,0.7646264,"0",42.8,6,3,0
"47","AT",2015-02-18,0.7958308,"0",38.3,3.5,4,0
"48","AT",2015-02-19,0.78013,"0",41.9,5.5,5,0
"49","AT",2015-02-20,0.776812,"0",46.4,8,6,0
"50","AT",2015-02-21,0.6372412,"0",47.3,8.5,7,0
"51","AT",2015-02-22,0.6427896,"0",39.2,4,1,1
"52","AT",2015-02-23,0.773458,"0",45.5,7.5,2,0
"53","AT",2015-02-24,0.8038204,"0",41,5,3,0
"54","AT",2015-02-25,0.7892108,"0",42.8,6,4,0
"55","AT",2015-02-26,0.7987252,"0",45.5,7.5,5,0
"56","AT",2015-02-27,0.7860204,"0",48.2,9,6,0
"57","AT",2015-02-28,0.7077404,"0",44.6,7,7,0
"58","AT",2015-03-01,0.6167684,"0",46.4,8,1,1
"59","AT",2015-03-02,0.741898,"0",49.1,9.5,2,0
"60","AT",2015-03-03,0.7411116,"0",50,10,3,0
"61","AT",2015-03-04,0.7938716,"0",45.5,7.5,4,0
"62","AT",2015-03-05,0.8097556,"0",41,5,5,0
"63","AT",2015-03-06,0.7808072,"0",44.6,7,6,0
"64","AT",2015-03-07,0.6939068,"0",50,10,7,0
"65","AT",2015-03-08,0.6098668,"0",52.7,11.5,1,1
"66","AT",2015-03-09,0.7627036,"0",51.8,11,2,0
"67","AT",2015-03-10,0.7626932,"0",57.2,14,3,0
"68","AT",2015-03-11,0.76985,"0",46.4,8,4,0
"69","AT",2015-03-12,0.7588016,"0",45.5,7.5,5,0
"70","AT",2015-03-13,0.7610636,"0",45.5,7.5,6,0
"71","AT",2015-03-14,0.6662848,"0",47.3,8.5,7,0
"72","AT",2015-03-15,0.6104072,"0",48.2,9,1,1
"73","AT",2015-03-16,0.7467828,"0",53.6,12,2,0
"74","AT",2015-03-17,0.7324136,"0",55.4,13,3,0
"75","AT",2015-03-18,0.74861,"0",56.3,13.5,4,0
"76","AT",2015-03-19,0.7432188,"0",57.2,14,5,0
"77","AT",2015-03-20,0.727626,"0",55.4,13,6,0
"78","AT",2015-03-21,0.670236,"0",58.1,14.5,7,0
"79","AT",2015-03-22,0.5761336,"0",49.1,9.5,1,1
"80","AT",2015-03-23,0.7095472,"0",53.6,12,2,0
"81","AT",2015-03-24,0.7230988,"0",59.9,15.5,3,0
"82","AT",2015-03-25,0.7155916,"0",58.1,14.5,4,0
"83","AT",2015-03-26,0.6974156,"0",51.8,11,5,0
"84","AT",2015-03-27,0.6657908,"0",48.2,9,6,0
"85","AT",2015-03-28,0.6127872,"0",52.7,11.5,7,0
"86","AT",2015-03-29,0.5344248,"0",57.2,14,1,1
"87","AT",2015-03-30,0.6692752,"0",54.5,12.5,2,0
"88","AT",2015-03-31,0.6724144,"0",64.4,18,3,0
"89","AT",2015-04-01,0.743286,"0",45.5,7.5,4,0
"90","AT",2015-04-02,0.7407584,"0",46.4,8,5,0
"91","AT",2015-04-03,0.6521464,"1",50,10,6,0
"92","AT",2015-04-04,0.6403812,"0",44.6,7,7,0
"93","AT",2015-04-05,0.5904456,"1",45.5,7.5,1,1
"94","AT",2015-04-06,0.5875076,"1",43.7,6.5,2,0
"95","AT",2015-04-07,0.7335736,"0",47.3,8.5,3,0
"96","AT",2015-04-08,0.733808,"0",54.5,12.5,4,0
"97","AT",2015-04-09,0.7223592,"0",63.5,17.5,5,0
"98","AT",2015-04-10,0.663316,"0",69.8,21,6,0
"99","AT",2015-04-11,0.5794896,"0",67.1,19.5,7,0
"100","AT",2015-04-12,0.5085012,"0",66.2,19,1,1
"101","AT",2015-04-13,0.628596,"0",67.1,19.5,2,0
"102","AT",2015-04-14,0.6684864,"0",63.5,17.5,3,0
"103","AT",2015-04-15,0.6519856,"0",74.3,23.5,4,0
"104","AT",2015-04-16,0.6396116,"0",75.2,24,5,0
"105","AT",2015-04-17,0.6910832,"0",60.8,16,6,0
"106","AT",2015-04-18,0.563636,"0",50.9,10.5,7,0
"107","AT",2015-04-19,0.5506644,"0",57.2,14,1,1
"108","AT",2015-04-20,0.6690408,"0",62.6,17,2,0
"109","AT",2015-04-21,0.6449712,"0",68,20,3,0
"110","AT",2015-04-22,0.6756884,"0",70.7,21.5,4,0
"111","AT",2015-04-23,0.6750688,"0",61.7,16.5,5,0
"112","AT",2015-04-24,0.6664412,"0",65.3,18.5,6,0
"113","AT",2015-04-25,0.573494,"0",71.6,22,7,0
"114","AT",2015-04-26,0.5039372,"0",69.8,21,1,1
"115","AT",2015-04-27,0.6169424,"0",73.4,23,2,0
"116","AT",2015-04-28,0.6859588,"0",59,15,3,0
"117","AT",2015-04-29,0.6755628,"0",59.9,15.5,4,0
"118","AT",2015-04-30,0.7057836,"0",60.8,16,5,0
"119","AT",2015-05-01,0.5662536,"1",59,15,6,0
"120","AT",2015-05-02,0.5555456,"0",63.5,17.5,7,0
"121","AT",2015-05-03,0.5104168,"0",62.6,17,1,1
"122","AT",2015-05-04,0.6522728,"0",72.5,22.5,2,0
"123","AT",2015-05-05,0.65614,"0",78.8,26,3,0
"124","AT",2015-05-06,0.6600984,"0",66.2,19,4,0
"125","AT",2015-05-07,0.6735316,"0",68.9,20.5,5,0
"126","AT",2015-05-08,0.6414252,"0",73.4,23,6,0
"127","AT",2015-05-09,0.50701,"0",68,20,7,0
"128","AT",2015-05-10,0.4410176,"0",68,20,1,1
"129","AT",2015-05-11,0.5809688,"0",73.4,23,2,0
"130","AT",2015-05-12,0.5820928,"0",77.9,25.5,3,0
"131","AT",2015-05-13,0.5720624,"0",78.8,26,4,0
"132","AT",2015-05-14,0.4439608,"1",68,20,5,0
"133","AT",2015-05-15,0.5381124,"0",59,15,6,0
"134","AT",2015-05-16,0.480674,"0",69.8,21,7,0
"135","AT",2015-05-17,0.4445252,"0",68,20,1,1
"136","AT",2015-05-18,0.6056048,"0",74.3,23.5,2,0
"137","AT",2015-05-19,0.6519116,"0",66.2,19,3,0
"138","AT",2015-05-20,0.662796,"0",61.7,16.5,4,0
"139","AT",2015-05-21,0.6535136,"0",52.7,11.5,5,0
"140","AT",2015-05-22,0.661978,"0",53.6,12,6,0
"141","AT",2015-05-23,0.590556,"0",52.7,11.5,7,0
"142","AT",2015-05-24,0.5029848,"0",59,15,1,1
"143","AT",2015-05-25,0.4609712,"0",66.2,19,2,0
"144","AT",2015-05-26,0.6101552,"0",59.9,15.5,3,0
"145","AT",2015-05-27,0.6359628,"0",57.2,14,4,0
"146","AT",2015-05-28,0.6648424,"0",68.9,20.5,5,0
"147","AT",2015-05-29,0.621084,"0",75.2,24,6,0
"148","AT",2015-05-30,0.5312704,"0",72.5,22.5,7,0
"149","AT",2015-05-31,0.4734568,"1",73.4,23,1,1
"150","AT",2015-06-01,0.643448,"1",77,25,2,0
"151","AT",2015-06-02,0.668732,"1",79.7,26.5,3,0
"152","AT",2015-06-03,0.6502752,"0",84.2,29,4,0
"153","AT",2015-06-04,0.4967392,"1",84.2,29,5,0
"154","AT",2015-06-05,0.5842232,"0",83.3,28.5,6,0
"155","AT",2015-06-06,0.5255388,"0",86.9,30.5,7,0
"156","AT",2015-06-07,0.4966508,"0",84.2,29,1,1
"157","AT",2015-06-08,0.6467972,"0",79.7,26.5,2,0
"158","AT",2015-06-09,0.6233396,"0",72.5,22.5,3,0
"159","AT",2015-06-10,0.6316772,"0",77,25,4,0
"160","AT",2015-06-11,0.6636156,"0",78.8,26,5,0
"161","AT",2015-06-12,0.61924,"0",86,30,6,0
"162","AT",2015-06-13,0.54715,"0",84.2,29,7,0
"163","AT",2015-06-14,0.5078844,"0",80.6,27,1,1
"164","AT",2015-06-15,0.6511964,"0",68.9,20.5,2,0
"165","AT",2015-06-16,0.6420556,"0",64.4,18,3,0
"166","AT",2015-06-17,0.6571776,"0",66.2,19,4,0
"167","AT",2015-06-18,0.7368988,"0",68,20,5,0
"168","AT",2015-06-19,0.6596524,"0",64.4,18,6,0
"169","AT",2015-06-20,0.5389028,"0",59,15,7,0
"170","AT",2015-06-21,0.4613936,"0",62.6,17,1,1
"171","AT",2015-06-22,0.6234164,"0",74.3,23.5,2,0
"172","AT",2015-06-23,0.6700892,"0",62.6,17,3,0
"173","AT",2015-06-24,0.6330532,"0",66.2,19,4,0
"174","AT",2015-06-25,0.660634,"0",73.4,23,5,0
"175","AT",2015-06-26,0.647916,"0",77,25,6,0
"176","AT",2015-06-27,0.5753656,"0",73.4,23,7,0
"177","AT",2015-06-28,0.4703616,"0",76.1,24.5,1,1
"178","AT",2015-06-29,0.6408552,"0",76.1,24.5,2,0
"179","AT",2015-06-30,0.6629552,"0",82.4,28,3,0
"180","AT",2015-07-01,0.6471052,"0",85.1,29.5,4,0
"181","AT",2015-07-02,0.6679012,"0",86.9,30.5,5,0
"182","AT",2015-07-03,0.6626248,"0",87.8,31,6,0
"183","AT",2015-07-04,0.5764004,"0",89.6,32,7,0
"184","AT",2015-07-05,0.5307852,"0",93.2,34,1,1
"185","AT",2015-07-06,0.6672076,"0",88.7,31.5,2,0
"186","AT",2015-07-07,0.6784872,"0",95,35,3,0
"187","AT",2015-07-08,0.6732008,"0",83.3,28.5,4,0
"188","AT",2015-07-09,0.6582376,"0",73.4,23,5,0
"189","AT",2015-07-10,0.6489908,"0",75.2,24,6,0
"190","AT",2015-07-11,0.5687548,"0",83.3,28.5,7,0
"191","AT",2015-07-12,0.5166928,"0",85.1,29.5,1,1
"192","AT",2015-07-13,0.661958,"0",74.3,23.5,2,0
"193","AT",2015-07-14,0.6815088,"0",78.8,26,3,0
"194","AT",2015-07-15,0.6735452,"0",83.3,28.5,4,0
"195","AT",2015-07-16,0.669426,"0",89.6,32,5,0
"196","AT",2015-07-17,0.6619724,"0",92.3,33.5,6,0
"197","AT",2015-07-18,0.5650404,"0",88.7,31.5,7,0
"198","AT",2015-07-19,0.5369556,"0",91.4,33,1,1
"199","AT",2015-07-20,0.6572608,"0",86,30,2,0
"200","AT",2015-07-21,0.6864384,"0",89.6,32,3,0
"201","AT",2015-07-22,0.6844184,"0",93.2,34,4,0
"202","AT",2015-07-23,0.6645044,"0",85.1,29.5,5,0
"203","AT",2015-07-24,0.6579544,"0",84.2,29,6,0
"204","AT",2015-07-25,0.5547248,"0",79.7,26.5,7,0
"205","AT",2015-07-26,0.4920228,"0",73.4,23,1,1
"206","AT",2015-07-27,0.6317316,"0",74.3,23.5,2,0
"207","AT",2015-07-28,0.602756,"0",72.5,22.5,3,0
"208","AT",2015-07-29,0.5845704,"0",69.8,21,4,0
"209","AT",2015-07-30,0.552312,"0",66.2,19,5,0
"210","AT",2015-07-31,0.5687704,"0",75.2,24,6,0
"211","AT",2015-08-01,0.5234688,"0",75.2,24,7,0
"212","AT",2015-08-02,0.4447088,"0",69.8,21,1,1
"213","AT",2015-08-03,0.5161416,"0",82.4,28,2,0
"214","AT",2015-08-04,0.613374,"0",87.8,31,3,0
"215","AT",2015-08-05,0.5935248,"0",86,30,4,0
"216","AT",2015-08-06,0.628078,"0",89.6,32,5,0
"217","AT",2015-08-07,0.5978784,"0",92.3,33.5,6,0
"218","AT",2015-08-08,0.4930428,"0",91.4,33,7,0
"219","AT",2015-08-09,0.5180488,"0",89.6,32,1,1
"220","AT",2015-08-10,0.5607276,"0",87.8,31,2,0
"221","AT",2015-08-11,0.6092372,"0",87.8,31,3,0
"222","AT",2015-08-12,0.6221804,"0",90.5,32.5,4,0
"223","AT",2015-08-13,0.5913188,"0",92.3,33.5,5,0
"224","AT",2015-08-14,0.5503644,"0",91.4,33,6,0
"225","AT",2015-08-15,0.5465208,"1",82.4,28,7,0
"226","AT",2015-08-16,0.5437372,"0",74.3,23.5,1,1
"227","AT",2015-08-17,0.6165788,"0",65.3,18.5,2,0
"228","AT",2015-08-18,0.6365644,"0",72.5,22.5,3,0
"229","AT",2015-08-19,0.6495692,"0",67.1,19.5,4,0
"230","AT",2015-08-20,0.6490368,"0",66.2,19,5,0
"231","AT",2015-08-21,0.6396988,"0",71.6,22,6,0
"232","AT",2015-08-22,0.5593176,"0",75.2,24,7,0
"233","AT",2015-08-23,0.5179352,"0",75.2,24,1,1
"234","AT",2015-08-24,0.6468812,"0",79.7,26.5,2,0
"235","AT",2015-08-25,0.6262124,"0",68,20,3,0
"236","AT",2015-08-26,0.661736,"0",78.8,26,4,0
"237","AT",2015-08-27,0.6402788,"0",85.1,29.5,5,0
"238","AT",2015-08-28,0.6641956,"0",87.8,31,6,0
"239","AT",2015-08-29,0.5724188,"0",89.6,32,7,0
"240","AT",2015-08-30,0.5208512,"0",91.4,33,1,1
"241","AT",2015-08-31,0.5832116,"0",89.6,32,2,0
"242","AT",2015-09-01,0.6074712,"0",89.6,32,3,0
"243","AT",2015-09-02,0.6826132,"0",69.8,21,4,0
"244","AT",2015-09-03,0.6459932,"0",69.8,21,5,0
"245","AT",2015-09-04,0.6318224,"0",66.2,19,6,0
"246","AT",2015-09-05,0.5762336,"0",59,15,7,0
"247","AT",2015-09-06,0.5016336,"0",59.9,15.5,1,1
"248","AT",2015-09-07,0.6245944,"0",60.8,16,2,0
"249","AT",2015-09-08,0.6743388,"0",65.3,18.5,3,0
"250","AT",2015-09-09,0.6346832,"0",64.4,18,4,0
"251","AT",2015-09-10,0.6275668,"0",64.4,18,5,0
"252","AT",2015-09-11,0.610092,"0",68,20,6,0
"253","AT",2015-09-12,0.5228336,"0",75.2,24,7,0
"254","AT",2015-09-13,0.5145428,"0",72.5,22.5,1,1
"255","AT",2015-09-14,0.6462636,"0",66.2,19,2,0
"256","AT",2015-09-15,0.528074,"0",68.9,20.5,3,0
"257","AT",2015-09-16,0.6095056,"0",80.6,27,4,0
"258","AT",2015-09-17,0.5528296,"0",83.3,28.5,5,0
"259","AT",2015-09-18,0.612146,"0",70.7,21.5,6,0
"260","AT",2015-09-19,0.5613656,"0",68,20,7,0
"261","AT",2015-09-20,0.5354736,"0",65.3,18.5,1,1
"262","AT",2015-09-21,0.6176764,"0",66.2,19,2,0
"263","AT",2015-09-22,0.637018,"0",66.2,19,3,0
"264","AT",2015-09-23,0.6611164,"0",57.2,14,4,0
"265","AT",2015-09-24,0.4947468,"0",56.3,13.5,5,0
"266","AT",2015-09-25,0.5997504,"0",60.8,16,6,0
"267","AT",2015-09-26,0.5553452,"0",60.8,16,7,0
"268","AT",2015-09-27,0.5301292,"0",59,15,1,1
"269","AT",2015-09-28,0.6920036,"0",59.9,15.5,2,0
"270","AT",2015-09-29,0.6967668,"0",60.8,16,3,0
"271","AT",2015-09-30,0.6660056,"0",57.2,14,4,0
"272","AT",2015-10-01,0.699324,"0",60.8,16,5,0
"273","AT",2015-10-02,0.6824984,"0",65.3,18.5,6,0
"274","AT",2015-10-03,0.5844756,"0",70.7,21.5,7,0
"275","AT",2015-10-04,0.536988,"0",64.4,18,1,1
"276","AT",2015-10-05,0.6768192,"0",67.1,19.5,2,0
"277","AT",2015-10-06,0.7056896,"0",66.2,19,3,0
"278","AT",2015-10-07,0.7107608,"0",59,15,4,0
"279","AT",2015-10-08,0.7016472,"0",59,15,5,0
"280","AT",2015-10-09,0.671308,"0",61.7,16.5,6,0
"281","AT",2015-10-10,0.5846404,"0",55.4,13,7,0
"282","AT",2015-10-11,0.5425484,"0",51.8,11,1,1
"283","AT",2015-10-12,0.6938692,"0",54.5,12.5,2,0
"284","AT",2015-10-13,0.7115848,"0",49.1,9.5,3,0
"285","AT",2015-10-14,0.7038924,"0",48.2,9,4,0
"286","AT",2015-10-15,0.708676,"0",50,10,5,0
"287","AT",2015-10-16,0.69029,"0",49.1,9.5,6,0
"288","AT",2015-10-17,0.5897912,"0",50,10,7,0
"289","AT",2015-10-18,0.5443116,"0",50.9,10.5,1,1
"290","AT",2015-10-19,0.6920504,"0",48.2,9,2,0
"291","AT",2015-10-20,0.7167808,"0",50,10,3,0
"292","AT",2015-10-21,0.7213152,"0",53.6,12,4,0
"293","AT",2015-10-22,0.7192552,"0",53.6,12,5,0
"294","AT",2015-10-23,0.6998508,"0",58.1,14.5,6,0
"295","AT",2015-10-24,0.5938308,"0",57.2,14,7,0
"296","AT",2015-10-25,0.5379888,"0",58.1,14.5,1,1
"297","AT",2015-10-26,0.5427492,"0",58.1,14.5,2,0
"298","AT",2015-10-27,0.6956336,"0",57.2,14,3,0
"299","AT",2015-10-28,0.7037572,"0",55.4,13,4,0
"300","AT",2015-10-29,0.7136924,"0",51.8,11,5,0
"301","AT",2015-10-30,0.6944968,"0",57.2,14,6,0
"302","AT",2015-10-31,0.5873028,"0",58.1,14.5,7,0
"303","AT",2015-11-01,0.5400448,"1",57.2,14,1,1
"304","AT",2015-11-02,0.6912192,"0",53.6,12,2,0
"305","AT",2015-11-03,0.7163116,"0",55.4,13,3,0
"306","AT",2015-11-04,0.729556,"0",57.2,14,4,0
"307","AT",2015-11-05,0.724212,"0",60.8,16,5,0
"308","AT",2015-11-06,0.709568,"0",57.2,14,6,0
"309","AT",2015-11-07,0.6104528,"0",60.8,16,7,0
"310","AT",2015-11-08,0.550084,"0",66.2,19,1,1
"311","AT",2015-11-09,0.71785,"0",65.3,18.5,2,0
"312","AT",2015-11-10,0.6830604,"0",65.3,18.5,3,0
"313","AT",2015-11-11,0.7226868,"0",61.7,16.5,4,0
"314","AT",2015-11-12,0.7240116,"0",55.4,13,5,0
"315","AT",2015-11-13,0.7195396,"0",55.4,13,6,0
"316","AT",2015-11-14,0.5640768,"0",53.6,12,7,0
"317","AT",2015-11-15,0.5682884,"0",59,15,1,1
"318","AT",2015-11-16,0.719086,"0",63.5,17.5,2,0
"319","AT",2015-11-17,0.7382512,"0",54.5,12.5,3,0
"320","AT",2015-11-18,0.7269448,"0",65.3,18.5,4,0
"321","AT",2015-11-19,0.7482612,"0",59.9,15.5,5,0
"322","AT",2015-11-20,0.7330764,"0",54.5,12.5,6,0
"323","AT",2015-11-21,0.6669796,"0",45.5,7.5,7,0
"324","AT",2015-11-22,0.6343152,"0",39.2,4,1,1
"325","AT",2015-11-23,0.7852684,"0",39.2,4,2,0
"326","AT",2015-11-24,0.7931108,"0",39.2,4,3,0
"327","AT",2015-11-25,0.8301724,"0",34.7,1.5,4,0
"328","AT",2015-11-26,0.8349784,"0",35.6,2,5,0
"329","AT",2015-11-27,0.8145988,"0",37.4,3,6,0
"330","AT",2015-11-28,0.7053696,"0",39.2,4,7,0
"331","AT",2015-11-29,0.1676244,"0",42.8,6,1,1
"332","AT",2015-11-30,0.7911968,"0",53.6,12,2,0
"333","AT",2015-12-01,0.780056,"0",50,10,3,0
"334","AT",2015-12-02,0.762896,"0",50.9,10.5,4,0
"335","AT",2015-12-03,0.7758424,"0",45.5,7.5,5,0
"336","AT",2015-12-04,0.730088,"0",43.7,6.5,6,0
"337","AT",2015-12-05,0.6752672,"0",49.1,9.5,7,0
"338","AT",2015-12-06,0.6155428,"0",40.1,4.5,1,1
"339","AT",2015-12-07,0.72618,"0",42.8,6,2,0
"340","AT",2015-12-08,0.6582004,"0",37.4,3,3,0
"341","AT",2015-12-09,0.7782968,"0",41,5,4,0
"342","AT",2015-12-10,0.7967876,"0",42.8,6,5,0
"343","AT",2015-12-11,0.7995052,"0",37.4,3,6,0
"344","AT",2015-12-12,0.7112368,"0",41.9,5.5,7,0
"345","AT",2015-12-13,0.646604,"0",42.8,6,1,1
"346","AT",2015-12-14,0.7973572,"0",41,5,2,0
"347","AT",2015-12-15,0.8349712,"0",40.1,4.5,3,0
"348","AT",2015-12-16,0.8328304,"0",41.9,5.5,4,0
"349","AT",2015-12-17,0.809846,"0",42.8,6,5,0
"350","AT",2015-12-18,0.7817744,"0",38.3,3.5,6,0
"351","AT",2015-12-19,0.6773236,"0",41.9,5.5,7,0
"352","AT",2015-12-20,0.6339968,"0",39.2,4,1,1
"353","AT",2015-12-21,0.7723428,"0",39.2,4,2,0
"354","AT",2015-12-22,0.7554588,"0",51.8,11,3,0
"355","AT",2015-12-23,0.7160444,"0",48.2,9,4,0
"356","AT",2015-12-24,0.594904,"0",46.4,8,5,0
"357","AT",2015-12-25,0.2103616,"1",44.6,7,6,0
"358","AT",2015-12-26,0.5896404,"1",45.5,7.5,7,0
"359","AT",2015-12-27,0.594418,"0",41.9,5.5,1,1
"360","AT",2015-12-28,0.6595292,"0",42.8,6,2,0
"361","AT",2015-12-29,0.3761148,"0",40.1,4.5,3,0
"362","AT",2015-12-30,0.6779976,"0",36.5,2.5,4,0
"363","AT",2015-12-31,0.6565756,"0",32,0,5,0
"364","AT",2016-01-01,0.60924,"1",37.4,3,6,0
"365","AT",2016-01-02,0.6661912,"0",33.8,1,7,0
"366","AT",2016-01-03,0.6679372,"0",27.5,-2.5,1,1
"367","AT",2016-01-04,0.77371,"0",26.6,-3,2,0
"368","AT",2016-01-05,0.7875568,"0",26.6,-3,3,0
"369","AT",2016-01-06,0.709358,"1",28.4,-2,4,0
"370","AT",2016-01-07,0.7845136,"0",33.8,1,5,0
"371","AT",2016-01-08,0.7677496,"0",41,5,6,0
"372","AT",2016-01-09,0.690998,"0",35.6,2,7,0
"373","AT",2016-01-10,0.6431084,"0",38.3,3.5,1,1
"374","AT",2016-01-11,0.7910032,"0",42.8,6,2,0
"375","AT",2016-01-12,0.799428,"0",41,5,3,0
"376","AT",2016-01-13,0.820896,"0",41,5,4,0
"377","AT",2016-01-14,0.8220768,"0",39.2,4,5,0
"378","AT",2016-01-15,0.8206344,"0",37.4,3,6,0
"379","AT",2016-01-16,0.7307728,"0",33.8,1,7,0
"380","AT",2016-01-17,0.6897444,"0",31.1,-0.5,1,1
"381","AT",2016-01-18,0.8473884,"0",30.2,-1,2,0
"382","AT",2016-01-19,0.8759756,"0",26.6,-3,3,0
"383","AT",2016-01-20,0.8650876,"0",33.8,1,4,0
"384","AT",2016-01-21,0.8636312,"0",33.8,1,5,0
"385","AT",2016-01-22,0.8550568,"0",30.2,-1,6,0
"386","AT",2016-01-23,0.7674196,"0",30.2,-1,7,0
"387","AT",2016-01-24,0.6816028,"0",39.2,4,1,1
"388","AT",2016-01-25,0.8092044,"0",45.5,7.5,2,0
"389","AT",2016-01-26,0.8019308,"0",49.1,9.5,3,0
"390","AT",2016-01-27,0.7997804,"0",44.6,7,4,0
"391","AT",2016-01-28,0.791536,"0",53.6,12,5,0
"392","AT",2016-01-29,0.7710292,"0",51.8,11,6,0
"393","AT",2016-01-30,0.6888276,"0",46.4,8,7,0
"394","AT",2016-01-31,0.6419836,"0",44.6,7,1,1
"395","AT",2016-02-01,0.771124,"0",57.2,14,2,0
"396","AT",2016-02-02,0.7726188,"0",51.8,11,3,0
"397","AT",2016-02-03,0.7989668,"0",41.9,5.5,4,0
"398","AT",2016-02-04,0.8052248,"0",41,5,5,0
"399","AT",2016-02-05,0.77937,"0",42.8,6,6,0
"400","AT",2016-02-06,0.6789864,"0",47.3,8.5,7,0
"401","AT",2016-02-07,0.6342948,"0",52.7,11.5,1,1
"402","AT",2016-02-08,0.7632544,"0",52.7,11.5,2,0
"403","AT",2016-02-09,0.7526132,"0",55.4,13,3,0
"404","AT",2016-02-10,0.8007736,"0",41.9,5.5,4,0
"405","AT",2016-02-11,0.8011012,"0",42.8,6,5,0
"406","AT",2016-02-12,0.7879412,"0",41.9,5.5,6,0
"407","AT",2016-02-13,0.6771144,"0",44.6,7,7,0
"408","AT",2016-02-14,0.6344152,"0",43.7,6.5,1,1
"409","AT",2016-02-15,0.7802528,"0",44.6,7,2,0
"410","AT",2016-02-16,0.8044672,"0",41.9,5.5,3,0
"411","AT",2016-02-17,0.811442,"0",40.1,4.5,4,0
"412","AT",2016-02-18,0.81053,"0",40.1,4.5,5,0
"413","AT",2016-02-19,0.7960296,"0",42.8,6,6,0
"414","AT",2016-02-20,0.6890444,"0",43.7,6.5,7,0
"415","AT",2016-02-21,0.6269556,"0",58.1,14.5,1,1
"416","AT",2016-02-22,0.7403712,"0",64.4,18,2,0
"417","AT",2016-02-23,0.7703304,"0",53.6,12,3,0
"418","AT",2016-02-24,0.7777484,"0",44.6,7,4,0
"419","AT",2016-02-25,0.7954488,"0",42.8,6,5,0
"420","AT",2016-02-26,0.7670204,"0",41.9,5.5,6,0
"421","AT",2016-02-27,0.675452,"0",46.4,8,7,0
"422","AT",2016-02-28,0.6263548,"0",50,10,1,1
"423","AT",2016-02-29,0.7811904,"0",44.6,7,2,0
"424","AT",2016-03-01,0.803832,"0",39.2,4,3,0
"425","AT",2016-03-02,0.7888112,"0",49.1,9.5,4,0
"426","AT",2016-03-03,0.8069784,"0",41,5,5,0
"427","AT",2016-03-04,0.773042,"0",46.4,8,6,0
"428","AT",2016-03-05,0.6730744,"0",50.9,10.5,7,0
"429","AT",2016-03-06,0.6207836,"0",44.6,7,1,1
"430","AT",2016-03-07,0.7849552,"0",41,5,2,0
"431","AT",2016-03-08,0.7988072,"0",41.9,5.5,3,0
