SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,I014_ND,TSD,I014_TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,I014_PUMP_STORAGE_PUMPING,FRENCH_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,I014_FRENCH_FLOW,I014_BRITNED_FLOW,I014_MOYLE_FLOW,I014_EAST_WEST_FLOW
21-FEB-2020,38,38756,34005,39364,34613,36066,3347,6465,0,13080,0,8,8,2003,1057,81,504,1020,1971,1059,81,500
21-FEB-2020,39,37882,33272,38491,33878,35328,3361,6465,0,13080,0,9,6,2003,1057,81,504,1020,1971,1059,81,500
21-FEB-2020,40,36538,32030,37148,32642,34071,3375,6465,0,13080,0,10,10,2003,1056,81,504,1020,1970,1058,81,500
21-FEB-2020,41,34850,30494,35463,31106,32442,3359,6465,0,13080,0,13,14,1860,932,81,504,929,1826,929,81,500
21-FEB-2020,42,33643,29225,34256,29838,31388,3342,6465,0,13080,0,13,13,1855,926,81,504,926,1824,927,81,500
21-FEB-2020,43,32065,27790,32678,28408,29927,3346,6465,0,13080,0,13,13,1663,788,82,504,832,1631,782,81,500
21-FEB-2020,44,30395,26173,31004,26785,28449,3350,6465,0,13080,0,9,9,1608,782,82,504,829,1561,781,81,500
21-FEB-2020,45,28461,24529,29071,25143,26693,3366,6465,0,13080,0,10,14,448,759,82,504,640,416,758,81,500
21-FEB-2020,46,27077,23081,27692,23699,25281,3382,6465,0,13080,0,15,18,349,693,82,504,634,345,666,81,500
21-FEB-2020,47,25278,21774,25892,22392,23605,3417,6465,0,13080,0,14,18,302,3,82,504,450,296,-1,81,500
21-FEB-2020,48,24307,21108,24921,21726,22622,3452,6465,0,13080,0,14,18,300,0,82,504,441,294,-1,81,500
22-FEB-2020,1,23974,21156,24588,21774,22186,3491,6465,0,13080,0,14,15,59,270,82,504,18,51,281,81,500
22-FEB-2020,2,24344,21317,24962,21934,22508,3529,6465,0,13080,0,13,15,-5,296,82,504,8,-26,297,81,500
22-FEB-2020,3,23846,20017,25706,21956,22295,3520,6465,0,13080,0,34,45,-1226,433,82,504,621,-1235,436,81,500
22-FEB-2020,4,22973,19082,24958,21029,21641,3510,6465,0,13080,0,51,48,-1334,439,82,504,650,-1314,438,81,500
22-FEB-2020,5,22199,18716,24267,20746,21047,3514,6465,0,13080,0,199,206,-1269,483,82,504,241,-1248,483,81,500
22-FEB-2020,6,21985,18449,24591,21070,20711,3517,6465,0,13080,0,740,766,-1266,484,82,504,224,-1248,481,81,500
22-FEB-2020,7,21542,18007,24444,20864,20218,3534,6465,0,13080,0,922,919,-1380,245,82,504,228,-1363,236,81,500
22-FEB-2020,8,20987,17491,24125,20634,19749,3551,6465,0,13080,0,1154,1168,-1384,231,82,504,228,-1364,223,81,500
22-FEB-2020,9,20523,17199,23720,20439,19365,3548,6465,0,13080,0,1217,1219,-1380,3,82,504,84,-1361,-1,81,500
22-FEB-2020,10,20495,17152,23615,20317,19341,3544,6465,0,13080,0,1139,1192,-1381,0,82,504,79,-1361,-1,81,500
22-FEB-2020,11,20750,17327,23720,20292,19525,3526,6465,0,13080,0,920,1038,-1336,-114,82,504,156,-1315,-119,81,500
22-FEB-2020,12,21010,17580,23830,20406,19725,3507,6465,0,13080,0,787,899,-1311,-122,82,504,159,-1277,-125,81,500
22-FEB-2020,13,22407,19108,23894,20531,21040,3450,6465,0,13080,0,85,76,-412,-390,82,504,110,-386,-398,81,500
22-FEB-2020,14,23474,20155,24820,21547,21883,3392,6465,0,13080,0,19,23,-338,-389,82,504,109,-322,-377,81,500
22-FEB-2020,15,24893,21592,25510,22214,23199,3415,6465,2,13080,0,17,22,387,329,82,504,4,397,345,81,500
22-FEB-2020,16,25501,22108,26114,22728,23821,3438,6465,86,13080,0,13,13,442,371,82,504,11,446,373,81,500
22-FEB-2020,17,27484,23403,28098,24024,25524,3424,6465,395,13080,0,14,19,1162,694,82,504,673,1160,702,81,500
22-FEB-2020,18,28562,24314,29176,24934,26435,3410,6465,1130,13080,0,14,17,1206,709,82,504,708,1191,709,81,500
22-FEB-2020,19,29315,24981,29929,25601,27037,3526,6465,1730,13080,0,14,20,1588,848,82,504,801,1573,853,81,500
22-FEB-2020,20,29249,25013,29861,25630,26892,3641,6465,2400,13080,0,12,17,1606,853,82,504,805,1580,855,81,500
22-FEB-2020,21,29328,25176,29937,25790,26932,3660,6465,2980,13080,0,9,13,1606,807,82,504,805,1581,807,81,500
22-FEB-2020,22,29256,25130,29865,25744,26802,3679,6465,3210,13080,0,9,12,1607,805,82,504,805,1582,808,81,500
22-FEB-2020,23,29341,25182,29950,25797,26905,3687,6465,3370,13080,0,9,13,1701,852,82,504,852,1678,856,81,500
22-FEB-2020,24,29435,25261,30044,25876,26976,3695,6465,3510,13080,0,9,15,1705,854,82,496,854,1678,856,81,492
22-FEB-2020,25,29337,25254,29946,25866,26834,3663,6465,3440,13080,0,9,9,1705,805,70,504,757,1678,806,67,500
22-FEB-2020,26,29325,25196,29950,25809,26782,3630,6465,3530,13080,0,9,8,1705,804,-16,504,754,1678,806,-16,500
22-FEB-2020,27,29476,25258,30085,25868,26892,3601,6465,3070,13080,0,9,9,1705,851,62,504,850,1678,855,67,500
22-FEB-2020,28,29538,25384,30147,25998,27042,3572,6465,1990,13080,0,9,8,1705,853,57,504,854,1678,855,57,500
22-FEB-2020,29,29574,25585,30184,26197,27146,3527,6465,1650,13080,0,10,11,1706,854,80,504,853,1679,855,81,500
22-FEB-2020,30,29935,25693,30555,26315,27506,3481,6465,1190,13080,0,20,20,1706,854,68,504,853,1679,856,66,500
22-FEB-2020,31,30262,25914,30895,26536,27848,3501,6465,918,13080,0,17,22,1945,969,-16,504,853,1924,974,-16,500
22-FEB-2020,32,30811,26572,31427,27193,28399,3521,6465,673,13080,0,16,21,1963,974,61,504,854,1926,975,67,500
22-FEB-2020,33,31583,27462,32199,28084,29102,3438,6465,347,13080,0,16,22,1851,927,80,504,923,1824,927,81,500
22-FEB-2020,34,32812,28723,33432,29349,30230,3355,6465,105,13080,0,20,26,1855,925,80,504,926,1826,928,81,500
22-FEB-2020,35,34162,30000,34776,30616,31526,3264,6465,5,13080,0,14,15,1997,965,80,504,1016,1970,969,81,500
22-FEB-2020,36,35837,31644,36447,32257,33089,3173,6465,0,13080,0,10,13,2002,968,81,504,1019,1971,971,81,500
22-FEB-2020,37,35945,31548,36555,32160,33168,3136,6465,0,13080,0,10,11,2003,1053,82,504,1019,1971,1058,81,500
22-FEB-2020,38,35384,31019,35994,31634,32630,3098,6465,0,13080,0,10,15,2003,1057,55,483,1019,1971,1058,56,475
22-FEB-2020,39,34713,30326,35326,30935,32099,3038,6465,0,13080,0,13,5,1956,978,81,350,977,1922,977,81,341
22-FEB-2020,40,33596,29227,34213,29840,31087,2978,6465,0,13080,0,17,9,1954,975,81,266,976,1922,976,81,262
22-FEB-2020,41,32765,28336,33380,28953,30318,2916,6465,0,13080,0,15,16,1811,906,70,286,905,1778,904,67,281
22-FEB-2020,42,31385,27093,32053,27711,29075,2853,6465,0,13080,0,17,16,1805,903,-51,255,903,1775,902,-52,257
22-FEB-2020,43,29932,25739,30547,26360,27751,2831,6465,0,13080,0,15,20,1614,808,61,372,808,1583,807,66,370
22-FEB-2020,44,28756,24471,29369,25091,26681,2808,6465,0,13080,0,13,19,1607,804,69,271,805,1581,806,67,262
22-FEB-2020,45,27355,23234,28044,23853,25366,2783,6465,0,13080,0,13,19,1559,782,-76,119,781,1532,780,-80,112
22-FEB-2020,46,26329,22304,27094,22924,24381,2757,6465,0,13080,0,13,19,1555,782,-152,5,770,1525,780,-150,5
22-FEB-2020,47,24778,21397,25614,22021,22923,2734,6465,0,13080,0,18,24,1167,759,-152,-66,136,1138,757,-150,-74
22-FEB-2020,48,24093,20777,25025,21404,22285,2711,6465,0,13080,0,21,27,1150,752,-152,-159,109,1133,743,-150,-162
23-FEB-2020,1,23920,20079,24956,20804,22168,2672,6465,0,13080,0,113,125,1355,180,-152,-171,662,1340,165,-150,-173
23-FEB-2020,2,23961,20091,25456,21275,22232,2633,6465,0,13080,0,571,582,1364,148,-152,-172,689,1342,152,-150,-173
23-FEB-2020,3,23847,20022,25883,21783,22120,2574,6465,0,13080,0,1113,1137,1370,508,-152,-171,689,1348,516,-150,-173
23-FEB-2020,4,23415,19622,25809,21707,21653,2514,6465,0,13080,0,1471,1483,1371,525,-152,-171,689,1349,525,-150,-173
23-FEB-2020,5,23086,19454,25247,21327,21306,2492,6465,0,13080,0,1276,1273,1369,684,-152,-133,614,1346,688,-150,-131
23-FEB-2020,6,22710,19044,24685,20772,20857,2469,6465,0,13080,0,1129,1123,1368,687,-152,-94,612,1347,680,-150,-93
23-FEB-2020,7,22534,18630,23963,19908,20575,2313,6465,0,13080,0,672,654,1368,226,-152,-5,686,1343,214,-150,-4
23-FEB-2020,8,22169,18198,23610,19480,20138,2157,6465,0,13080,0,654,663,1368,203,-152,-35,689,1346,202,-150,-38
23-FEB-2020,9,21809,17965,23161,19322,19720,2126,6465,0,13080,0,593,585,1193,171,-159,66,689,1168,169,-158,72
23-FEB-2020,10,21887,18130,23155,19305,19775,2095,6465,0,13080,0,570,571,1293,170,-98,159,689,1276,170,-91,162
23-FEB-2020,11,22023,18359,22924,19260,19898,2123,6465,0,13080,0,301,298,1013,359,61,307,690,988,364,66,310
23-FEB-2020,12,22201,18829,22831,19452,20060,2150,6465,0,13080,0,30,18,998,368,81,454,690,983,368,81,456
23-FEB-2020,13,22879,19764,23489,20378,20681,2196,6465,0,13080,0,10,9,1164,583,81,504,500,1150,588,81,500
23-FEB-2020,14,23211,19878,23822,20494,21041,2241,6465,0,13080,0,11,15,1170,592,81,504,494,1151,591,81,500
23-FEB-2020,15,23988,20479,24601,21095,21793,2426,6465,0,13080,0,13,14,1075,493,81,488,682,1055,489,81,482
23-FEB-2020,16,24729,21491,25343,22111,22577,2610,6465,57,13080,0,14,21,1071,488,81,453,688,1055,488,81,451
23-FEB-2020,17,26011,22900,26629,23524,23831,2705,6465,221,13080,0,18,24,1062,631,81,504,731,1045,635,81,500
23-FEB-2020,18,27128,24038,27742,24655,24893,2799,6465,417,13080,0,14,18,1061,637,81,504,733,1047,637,81,500
23-FEB-2020,19,28405,25317,29019,25931,26094,2933,6465,630,13080,0,14,14,1299,708,81,504,709,1285,710,81,500
23-FEB-2020,20,29255,26146,29869,26760,26929,3067,6465,943,13080,0,14,14,1310,711,81,504,708,1294,711,81,500
23-FEB-2020,21,29848,26160,30463,26774,27490,3153,6465,1490,13080,0,15,18,1688,848,81,504,849,1671,854,81,500
23-FEB-2020,22,29773,25607,30663,26220,27436,3238,6465,2470,13080,0,290,295,1705,854,81,498,854,1678,856,81,492
23-FEB-2020,23,29663,25412,30332,26030,27364,3299,6465,3120,13080,0,69,61,1706,853,6,398,854,1679,855,3,390
23-FEB-2020,24,29386,25091,30149,25704,27056,3359,6465,3640,13080,0,106,107,1706,854,-57,281,854,1679,855,-55,271
23-FEB-2020,25,29070,24823,29687,25441,26764,3348,6465,3900,13080,0,17,18,1801,853,11,128,854,1776,855,16,121
23-FEB-2020,26,28763,24553,29377,25167,26456,3337,6465,4090,13080,0,14,15,1805,853,21,8,854,1777,855,23,7
23-FEB-2020,27,28363,24240,29232,24854,26112,3312,6465,4900,13080,0,186,197,1805,804,-83,0,804,1777,804,-90,0
23-FEB-2020,28,28153,24076,29284,24961,25911,3287,6465,4570,13080,0,289,289,1805,802,-242,0,802,1777,803,-247,0
23-FEB-2020,29,28285,24168,29564,25051,26084,3217,6465,4240,13080,0,285,283,1805,757,-328,-66,899,1777,755,-329,-74
23-FEB-2020,30,28794,24655,30070,25264,26557,3146,6465,3520,13080,0,16,9,1805,756,-442,-218,902,1778,756,-443,-224
23-FEB-2020,31,29745,25447,31178,26054,27417,2978,6465,2630,13080,0,8,3,1995,988,-456,-369,996,1969,997,-454,-374
23-FEB-2020,32,30765,26443,32341,27052,28403,2810,6465,1680,13080,0,11,7,2003,1000,-456,-509,1000,1971,1000,-454,-508
23-FEB-2020,33,32399,28065,34006,28682,29911,2573,6465,934,13080,0,15,16,2003,1000,-456,-536,1019,1971,1000,-454,-530
23-FEB-2020,34,34167,29849,35775,30466,31464,2336,6465,288,13080,0,18,17,2003,999,-455,-535,1019,1971,1000,-453,-530
23-FEB-2020,35,36084,31826,37694,32442,33097,2151,6465,30,13080,0,19,16,2003,999,-455,-536,1019,1971,1000,-453,-530
23-FEB-2020,36,37738,33673,39341,34282,34503,1965,6465,0,13080,0,12,6,2003,1000,-455,-536,1019,1971,1000,-453,-530
23-FEB-2020,37,38260,34182,39860,34792,34938,1821,6465,0,13080,0,9,10,2003,1054,-455,-536,1019,1971,1058,-453,-530
23-FEB-2020,38,37740,33978,39339,34588,34399,1677,6465,0,13080,0,10,9,2003,1056,-454,-535,1019,1971,1059,-453,-530
23-FEB-2020,39,37174,33435,38775,34050,33904,1533,6465,0,13080,0,11,15,2004,1057,-455,-535,1019,1971,1059,-453,-530
23-FEB-2020,40,36414,32747,37938,33363,33146,1389,6465,0,13080,0,13,16,2004,1057,-455,-456,1020,1971,1059,-453,-446
23-FEB-2020,41,35747,32051,37118,32661,32408,1256,6465,0,13080,0,14,10,2004,1056,-452,-305,1019,1971,1059,-450,-296
23-FEB-2020,42,34808,31152,35927,31766,31567,1122,6465,0,13080,0,13,12,2004,1056,-354,-152,1020,1971,1059,-346,-146
23-FEB-2020,43,33319,29703,34140,30317,30187,1028,6465,0,13080,0,12,12,2004,1058,-204,-5,1000,1971,1059,-195,1
23-FEB-2020,44,31625,28107,32296,28724,28629,933,6465,0,13080,0,12,17,2004,1056,-59,117,998,1971,1058,-52,125
23-FEB-2020,45,30200,27208,30814,27826,27390,866,6465,0,13080,0,14,17,2005,957,62,271,684,1971,955,67,275
23-FEB-2020,46,28800,25922,29418,26545,25985,798,6465,0,13080,0,18,23,2005,953,81,380,672,1970,954,81,379
23-FEB-2020,47,26988,24153,27602,24770,24325,762,6465,0,13080,0,14,17,1861,926,81,342,917,1826,927,81,332
23-FEB-2020,48,26013,23566,26637,24194,23479,725,6465,0,13080,0,24,38,1855,925,81,294,927,1825,927,81,296
24-FEB-2020,1,25579,23429,26550,24403,23110,771,6465,0,13080,0,371,374,1855,925,81,440,927,1825,927,81,442
24-FEB-2020,2,25958,23959,26683,24666,23504,816,6465,0,13080,0,125,126,1855,925,81,504,927,1825,927,81,500
24-FEB-2020,3,25658,23795,26621,24762,23238,867,6465,0,13080,0,363,367,1808,903,81,504,903,1776,903,81,500
24-FEB-2020,4,25313,23397,26277,24365,22928,917,6465,0,13080,0,364,368,1806,902,81,504,903,1776,903,81,500
24-FEB-2020,5,25007,23231,25973,24202,22639,983,6465,0,13080,0,366,371,1759,879,81,504,879,1728,879,81,500
24-FEB-2020,6,24531,22830,25530,23797,22155,1048,6465,0,13080,0,399,405,1756,878,81,504,878,1727,879,81,500
24-FEB-2020,7,23678,22124,24695,23148,21292,1218,6465,0,13080,0,417,424,1709,854,81,504,855,1679,855,81,500
24-FEB-2020,8,23131,21461,24376,22541,20747,1388,6465,0,13080,0,645,653,1706,854,81,504,854,1678,855,81,500
24-FEB-2020,9,22982,21085,24698,22790,20643,1588,6465,0,13080,0,1116,1144,1706,853,81,504,853,1678,855,81,500
24-FEB-2020,10,23005,20915,25178,23028,20643,1788,6465,0,13080,0,1573,1579,1705,767,81,504,824,1678,738,81,500
24-FEB-2020,11,23768,22224,25628,23657,21397,1971,6465,0,13080,0,774,737,1713,-360,81,504,-126,1684,-380,81,500
24-FEB-2020,12,25015,23103,26677,24171,22611,2154,6465,0,13080,0,473,473,1714,-407,81,504,-182,1687,-408,81,500
24-FEB-2020,13,28171,25383,29330,26488,25647,2216,6465,0,13080,0,86,77,1992,-473,81,504,452,1967,-476,81,500
24-FEB-2020,14,31017,28174,32103,29276,28289,2277,6465,0,13080,0,30,39,2005,-456,81,504,485,1971,-440,81,500
24-FEB-2020,15,33916,31051,34674,31706,30934,2388,6465,0,13080,0,155,144,2004,-3,81,504,458,1970,-1,81,500
24-FEB-2020,16,35288,32204,35905,32865,32194,2498,6465,9,13080,0,17,13,2004,0,81,504,462,1971,-1,81,500
24-FEB-2020,17,36757,32988,37372,33601,33626,2546,6465,87,13080,0,15,11,2004,535,81,504,976,1970,557,81,500
24-FEB-2020,18,37324,33400,37936,34011,34162,2594,6465,204,13080,0,12,7,2003,627,81,504,999,1971,627,81,500
24-FEB-2020,19,38032,34076,38643,34687,34739,2679,6465,389,13080,0,11,7,2004,754,81,504,999,1971,757,81,500
24-FEB-2020,20,38353,34231,38964,34842,34960,2763,6465,514,13080,0,11,11,2004,761,81,504,999,1971,763,81,500
24-FEB-2020,21,38360,34281,38968,34890,34865,2745,6465,536,13080,0,8,9,2003,1045,81,504,999,1970,1054,81,500
24-FEB-2020,22,38456,34305,39063,34911,34856,2726,6465,599,13080,0,7,5,2004,1057,81,504,1000,1971,1059,81,500
24-FEB-2020,23,38554,34367,39161,34973,34826,2739,6465,775,13080,0,7,6,2004,1057,43,504,1000,1971,1059,43,500
24-FEB-2020,24,38531,34230,39140,34841,34706,2752,6465,821,13080,0,9,11,2004,1057,65,504,999,1971,1058,66,500
24-FEB-2020,25,38501,34279,39110,34889,34606,2742,6465,885,13080,0,9,10,2004,1002,80,504,1000,1971,1001,81,500
24-FEB-2020,26,38412,34379,39020,34989,34492,2731,6465,1260,13080,0,8,10,2003,999,81,504,1000,1971,1000,81,500
24-FEB-2020,27,38250,34306,38858,34910,34286,2748,6465,1590,13080,0,8,4,2004,999,79,504,1000,1971,1000,79,500
24-FEB-2020,28,37469,34509,38079,35117,33481,2765,6465,1370,13080,0,10,9,2006,1000,120,504,117,1971,1000,122,500
24-FEB-2020,29,37253,34317,37865,34932,33268,2789,6465,1170,13080,0,12,15,2006,999,122,504,0,1971,1000,120,500
24-FEB-2020,30,37119,34105,37735,34721,33179,2812,6465,1200,13080,0,16,16,2005,999,45,504,0,1970,1000,43,500
24-FEB-2020,31,36954,33631,37606,34244,33017,2870,6465,1020,13080,0,11,13,2006,999,-41,458,311,1971,1000,-41,453
24-FEB-2020,32,37810,33852,38420,34465,33911,2928,6465,784,13080,0,10,13,2004,1000,29,485,999,1971,1000,35,479
24-FEB-2020,33,38520,34358,39127,34967,34573,2952,6465,527,13080,0,7,9,2004,1000,81,384,1019,1970,1000,81,379
24-FEB-2020,34,39250,35226,39857,35835,35329,2976,6465,236,13080,0,7,8,2003,1000,81,439,1019,1971,1000,81,435
24-FEB-2020,35,40090,36054,40702,36667,36170,2961,6465,36,13080,0,12,13,2003,1000,81,330,1019,1971,1000,81,323
24-FEB-2020,36,40992,36970,41600,37573,37084,2946,6465,1,13080,0,8,2,2003,999,81,254,1019,1971,1000,81,245
24-FEB-2020,37,41572,37508,42180,38115,37659,2926,6465,0,13080,0,8,6,2003,1055,28,102,1020,1971,1058,27,95
24-FEB-2020,38,41052,37059,41674,37662,37232,2906,6465,0,13080,0,6,3,2003,1057,-16,2,1020,1970,1059,-16,1
24-FEB-2020,39,40077,36324,40732,36933,36460,2852,6465,0,13080,0,6,8,2003,1058,-49,0,1020,1971,1059,-50,0
24-FEB-2020,40,38593,34904,39263,35513,35172,2798,6465,0,13080,0,7,8,2003,1057,-63,0,1019,1971,1059,-60,0
24-FEB-2020,41,37295,33587,37947,34194,34015,2684,6465,0,13080,0,11,7,2003,1057,-41,0,1020,1971,1059,-43,3
24-FEB-2020,42,35722,31956,36493,32566,32607,2569,6465,0,13080,0,6,10,2003,1057,-165,0,1020,1971,1058,-166,-6
24-FEB-2020,43,33947,30340,34675,30950,30927,2507,6465,0,13080,0,13,9,1908,954,-115,65,953,1874,953,-108,74
24-FEB-2020,44,32052,28519,32801,29138,29203,2444,6465,0,13080,0,14,18,1903,951,-135,81,951,1872,952,-140,76
24-FEB-2020,45,30417,26783,31384,27400,27714,2379,6465,0,13080,0,15,17,1751,877,-285,-67,876,1719,875,-290,-74
24-FEB-2020,46,28431,24947,29480,25567,25703,2313,6465,0,13080,0,16,17,1745,874,-339,-94,873,1717,874,-335,-91
24-FEB-2020,47,26506,23034,27682,23972,23877,2221,6465,0,13080,0,317,338,1658,830,-254,-5,900,1629,830,-247,-1
24-FEB-2020,48,25446,22071,26798,23253,22902,2128,6465,0,13080,0,577,579,1654,828,-175,96,902,1629,829,-171,104
25-FEB-2020,1,25131,21912,26385,23086,22677,2116,6465,0,13080,0,572,574,1609,802,-82,168,807,1574,805,-73,165
25-FEB-2020,2,25476,22249,26649,23144,23070,2104,6465,0,13080,0,573,576,1607,803,67,105,804,1581,805,69,100
25-FEB-2020,3,25402,22167,26705,23378,23047,2084,6465,0,13080,0,703,709,1607,803,20,80,804,1581,805,19,85
25-FEB-2020,4,25025,21944,26555,23446,22744,2064,6465,0,13080,0,890,902,1607,803,-40,143,804,1581,805,-41,145
25-FEB-2020,5,24615,21507,26378,23281,22363,2045,6465,0,13080,0,1163,1174,1607,803,12,163,804,1581,805,16,160
25-FEB-2020,6,24332,21281,26234,23158,22052,2025,6465,0,13080,0,1276,1277,1607,803,-26,205,804,1581,805,-29,209
25-FEB-2020,7,23986,20844,26348,23157,21654,1953,6465,0,13080,0,1696,1713,1607,803,-66,278,804,1581,805,-64,275
25-FEB-2020,8,23853,20729,26094,22875,21474,1880,6465,0,13080,0,1589,1583,1607,802,-52,305,804,1581,805,-50,305
25-FEB-2020,9,23740,20615,26105,23212,21376,1876,6465,0,13080,0,1713,1960,1605,803,-52,347,804,1580,805,-50,345
25-FEB-2020,10,24016,20920,26447,23410,21653,1872,6465,0,13080,0,1779,1889,1606,803,-52,321,803,1580,805,-50,313
25-FEB-2020,11,25148,22084,26773,23646,22727,1845,6465,0,13080,0,1000,963,1702,851,-25,233,852,1678,853,-21,227
25-FEB-2020,12,26393,23408,27497,24497,23887,1818,6465,0,13080,0,504,489,1706,853,63,187,854,1681,855,67,188
25-FEB-2020,13,29645,26509,30294,27128,26889,1777,6465,0,13080,0,49,49,1944,969,81,307,970,1919,973,81,306
25-FEB-2020,14,32738,29607,33352,30222,29701,1736,6465,1,13080,0,14,12,1954,973,55,228,975,1922,973,53,218
25-FEB-2020,15,35551,32273,36215,32884,32149,1741,6465,86,13080,0,12,8,2001,771,-52,75,999,1970,763,-54,69
25-FEB-2020,16,36716,33159,37389,33776,33170,1745,6465,422,13080,0,16,14,2003,763,-57,0,1000,1970,762,-54,0
25-FEB-2020,17,37118,33454,37751,34069,33490,1766,6465,1190,13080,0,15,12,2004,959,-18,0,1000,1970,967,-17,0
25-FEB-2020,18,36597,32952,37211,33567,32934,1787,6465,2060,13080,0,14,14,2004,968,12,0,1000,1970,970,16,0
25-FEB-2020,19,36640,33146,37334,33757,32934,1822,6465,2800,13080,0,10,9,2003,968,-84,0,999,1970,970,-90,0
25-FEB-2020,20,36634,33192,37441,33799,32984,1856,6465,2850,13080,0,8,4,2004,969,-199,0,1000,1970,970,-201,0
25-FEB-2020,21,36277,32846,37174,33457,32622,1899,6465,3270,13080,0,7,11,2004,967,-290,0,1000,1970,970,-294,0
25-FEB-2020,22,35813,32420,36805,33031,32165,1942,6465,3670,13080,0,8,5,2004,969,-384,0,1000,1970,971,-381,0
25-FEB-2020,23,35886,32484,36755,33096,32289,1949,6465,3800,13080,0,8,4,2004,1052,-261,0,999,1970,1058,-253,0
25-FEB-2020,24,35813,32487,36536,33101,32186,1956,6465,3870,13080,0,12,12,2004,1057,-111,0,1000,1970,1058,-103,0
25-FEB-2020,25,36279,32936,36889,33549,32646,1947,6465,4010,13080,0,10,10,2004,1002,41,35,1000,1970,1001,44,42
25-FEB-2020,26,36057,32534,36711,33147,32425,1937,6465,3640,13080,0,12,8,2004,999,-42,181,999,1970,1000,-43,187
25-FEB-2020,27,36552,33116,37162,33727,32923,1890,6465,3270,13080,0,10,10,2004,1000,61,333,1000,1971,1000,67,337
25-FEB-2020,28,36636,33192,37247,33803,33007,1842,6465,2900,13080,0,11,8,2005,999,81,467,1000,1971,1000,81,466
25-FEB-2020,29,36773,33381,37385,33991,33163,1812,6465,2840,13080,0,12,10,2005,999,81,502,999,1971,1000,81,497
25-FEB-2020,30,36843,33532,37457,34143,33231,1782,6465,2700,13080,0,14,9,2005,999,81,407,1000,1971,1000,81,397
25-FEB-2020,31,37413,34233,38023,34841,33767,1730,6465,1850,13080,0,10,7,2005,999,42,264,999,1971,1000,40,258
25-FEB-2020,32,38438,35291,39045,35897,34771,1678,6465,1190,13080,0,7,6,2005,999,17,305,1000,1970,1000,19,308
25-FEB-2020,33,39443,36293,40052,36906,35687,1606,6465,802,13080,56,9,12,2005,1000,76,451,1019,1971,1000,78,454
25-FEB-2020,34,40320,37008,40934,37619,36446,1534,6465,405,13080,86,14,11,2004,999,81,504,1019,1971,1000,81,500
25-FEB-2020,35,41415,38162,42026,38770,37412,1477,6465,81,13080,86,11,7,2004,999,81,504,1020,1971,1000,81,500
25-FEB-2020,36,42370,39064,42981,39677,38263,1419,6465,2,13080,86,11,14,2004,999,80,504,1020,1970,1000,80,500
25-FEB-2020,37,42839,39505,43450,40117,38680,1465,6465,0,13080,31,11,5,2003,1055,75,504,1019,1971,1058,75,500
25-FEB-2020,38,42713,39592,43322,40201,38545,1510,6465,0,13080,0,9,8,2004,1056,73,504,1020,1970,1059,74,500
25-FEB-2020,39,42363,39386,42974,39997,38322,1532,6465,0,13080,0,11,11,2004,1056,81,504,1020,1970,1059,81,500
25-FEB-2020,40,41674,38600,42286,39215,37738,1553,6465,0,13080,0,12,11,2004,1057,81,472,1020,1971,1059,81,467
25-FEB-2020,41,40569,37681,41184,38293,36698,1565,6465,0,13080,0,15,12,2004,1057,81,482,1020,1970,1059,81,476
25-FEB-2020,42,39186,36343,39798,36954,35512,1576,6465,0,13080,0,12,11,2003,1057,81,407,1019,1970,1059,81,406
25-FEB-2020,43,37205,34448,37818,35059,33698,1617,6465,0,13080,0,13,10,2003,1056,81,497,1000,1970,1059,81,495
25-FEB-2020,44,34967,32279,35581,32898,31682,1657,6465,0,13080,0,14,19,2003,1057,81,504,1000,1970,1058,81,500
25-FEB-2020,45,32840,29887,33454,30506,29716,1689,6465,0,13080,0,14,16,1907,953,81,504,953,1874,952,81,500
25-FEB-2020,46,30687,27630,31300,28247,27678,1720,6465,0,13080,0,13,17,1903,949,81,504,951,1870,950,81,500
25-FEB-2020,47,28516,25494,29126,26105,25730,1738,6465,0,13080,0,10,10,1620,809,81,437,809,1586,807,81,428
25-FEB-2020,48,27189,24183,27798,24796,24530,1756,6465,0,13080,0,9,13,1606,803,81,456,804,1581,806,81,457
26-FEB-2020,1,26900,23801,27509,24414,24322,1796,6465,0,13080,0,9,13,1607,805,81,504,804,1581,806,81,500
26-FEB-2020,2,27107,23971,27720,24587,24587,1836,6465,0,13080,0,13,16,1606,803,81,504,804,1581,805,81,500
26-FEB-2020,3,26790,23503,27405,24123,24307,1865,6465,0,13080,0,15,21,1607,712,81,504,804,1581,708,81,500
26-FEB-2020,4,26310,22997,27365,24078,23887,1893,6465,0,13080,0,455,482,1606,708,81,504,804,1581,707,81,500
26-FEB-2020,5,25858,22521,27280,23954,23493,1924,6465,0,13080,0,822,833,1607,656,81,504,781,1581,654,81,500
26-FEB-2020,6,25551,22222,27385,24167,23220,1955,6465,0,13080,0,1234,1346,1606,654,81,504,780,1581,653,81,500
26-FEB-2020,7,25333,21902,27228,24054,22974,1963,6465,0,13080,0,1295,1552,1606,679,81,437,803,1580,679,81,428
